# hmmsearch :: search profile(s) against a sequence database
# HMMER 3.3.2 (Nov 2020); http://hmmer.org/
# Copyright (C) 2020 Howard Hughes Medical Institute.
# Freely distributed under the BSD open source license.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query HMM file:                  hmm/phage-family-interpro-v4.hmm
# target sequence database:        phagescope/CHVD.fasta
# output directed to file:         output/CHVD_hmmout.txt
# per-seq hits tabular output:     output/CHVD_hmmout.tbl.txt
# show alignments in output:       no
# sequence reporting threshold:    E-value <= 0.001
# number of worker threads:        50
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       phage-family-interpro-v4  [M=997]
Scores for complete sequences (score includes all domains):
   --- full sequence ---   --- best 1 domain ---    -#dom-
    E-value  score  bias    E-value  score  bias    exp  N  Sequence                        Description
    ------- ------ -----    ------- ------ -----   ---- --  --------                        -----------
   8.7e-223  749.1   0.9   1.1e-222  748.8   0.9    1.0  1  SAMN09781697_a1_ct15977_vs1_22   
   6.4e-222  746.2   0.1   7.7e-222  745.9   0.1    1.0  1  SRS017248_a1_ct361_8             
   2.1e-221  744.5   0.4   2.5e-221  744.2   0.4    1.0  1  SRS013158_a1_ct4505_17           
     7e-218  732.8   0.0   7.8e-218  732.7   0.0    1.0  1  SAMEA2737788_a1_ct27058_52       
   4.6e-215  723.5   0.0   5.5e-215  723.2   0.0    1.0  1  SAMN00791991_a1_ct19080_vs1_2    
   1.4e-211  712.0   0.0   1.7e-211  711.7   0.0    1.0  1  SAMN00715211_b1_ct7_9            
   1.8e-210  708.3   0.0     2e-210  708.1   0.0    1.0  1  SAMN05414933_a1_ct182405_vs1_32  
   2.2e-208  701.4   0.1   2.6e-208  701.1   0.1    1.0  1  SAMN00990286_a1_ct8424_21        
   6.1e-207  696.6   0.0   7.1e-207  696.4   0.0    1.0  1  SAMN03418283_a1_ct11742_vs1_23   
   1.5e-206  695.3   0.0   1.8e-206  695.0   0.0    1.0  1  SAMN11031371_a1_ct6140_29        
   1.2e-204  689.0   0.0   1.5e-204  688.7   0.0    1.0  1  SAMN11893695_a1_ct10291_19       
   4.1e-204  687.2   1.4   4.5e-204  687.1   1.4    1.0  1  SAMN00792030_a1_ct14705_vs1_45   
     2e-203  684.9   0.2   2.4e-203  684.7   0.2    1.0  1  SAMEA2737728_b1_ct63_vs2_44      
   2.2e-203  684.8   0.0   2.7e-203  684.5   0.0    1.0  1  SAMEA2737815_a1_ct27979_22       
   5.1e-203  683.6   0.0   6.3e-203  683.3   0.0    1.0  1  SAMN05414913_a1_ct42124_42       
     8e-203  683.0   9.0   9.7e-203  682.7   9.0    1.0  1  SAMN06164731_a1_ct121835_vs1_22  
   1.3e-202  682.3   0.0   1.6e-202  682.0   0.0    1.0  1  SAMEA2737757_a1_ct33184_vs1_7    
   1.6e-202  681.9   0.0     2e-202  681.6   0.0    1.0  1  SAMN10080898_a1_ct55871_vs1_22   
   1.8e-202  681.8   0.1   2.2e-202  681.5   0.1    1.0  1  SRS144000_a1_ct16781_vs1_38      
     2e-202  681.7   0.2   2.3e-202  681.4   0.2    1.0  1  SAMN00792095_a1_ct105332_vs1_43  
   4.4e-202  680.5   0.3   5.5e-202  680.2   0.3    1.0  1  SRS011084_a1_ct140720_vs1_13     
   4.7e-202  680.4   0.6   5.7e-202  680.1   0.6    1.0  1  SAMEA2737767_a1_ct23580_vs1_9    
     2e-201  678.3   0.0   2.5e-201  678.0   0.0    1.0  1  SAMN00792088_a1_ct20808_6        
     4e-201  677.3   0.0   4.9e-201  677.0   0.0    1.0  1  SAMN10080927_a1_ct12579_vs1_21   
   4.4e-201  677.2   0.0   5.5e-201  676.9   0.0    1.0  1  SAMN00791954_a1_ct5591_40        
     5e-201  677.0   0.0   5.6e-201  676.9   0.0    1.0  1  SRS017139_a1_ct40986_vs1_33      
   1.8e-200  675.2   0.0   2.2e-200  674.9   0.0    1.0  1  SAMN09781742_a1_ct25274_45       
   2.3e-200  674.8   0.0   2.8e-200  674.5   0.0    1.0  1  SAMEA3951762_b1_ct1_36           
   2.8e-200  674.5   0.0   3.5e-200  674.2   0.0    1.0  1  SAMEA2737807_a1_ct21894_27       
   1.7e-199  672.0   0.0   1.9e-199  671.8   0.0    1.0  1  SAMEA2579914_a1_ct145921_vs1_3   
   4.7e-199  670.5   0.0   5.8e-199  670.2   0.0    1.0  1  SAMEA2737736_a1_ct50827_vs1_4    
   3.5e-198  667.6   0.0   4.3e-198  667.3   0.0    1.0  1  SAMEA2737817_a1_ct18614_10       
     7e-198  666.6   1.0   8.6e-198  666.3   1.0    1.0  1  SAMN11893768_a1_ct5637_7         
   8.7e-198  666.3   2.7   1.1e-197  666.0   2.7    1.0  1  SAMN11252289_a1_ct19458_vs1_13   
   5.1e-197  663.8   0.1   6.1e-197  663.5   0.1    1.0  1  SAMN00791981_a1_ct21530_vs1_13   
   8.6e-197  663.0   3.2   9.7e-197  662.8   3.2    1.0  1  SAMN09781784_a1_ct238708_vs1_56  
   1.3e-196  662.4   3.3   1.5e-196  662.2   3.3    1.0  1  SAMN10080902_a1_ct73437_vs1_33   
   3.6e-196  661.0   1.6   4.4e-196  660.7   1.6    1.0  1  SAMN09781773_a1_ct191325_vs1_46  
   5.4e-196  660.4   0.0     6e-196  660.2   0.0    1.0  1  SRS077508_a1_ct67868_vs1_1       
   2.3e-195  658.3   0.0   2.6e-195  658.1   0.0    1.0  1  SRS014404_a1_ct9375_50           
   2.4e-195  658.2   0.3   2.7e-195  658.0   0.3    1.0  1  SAMN10080886_a1_ct4163_3         
     4e-195  657.5   0.6   4.9e-195  657.2   0.6    1.0  1  SRS054869_a1_ct9621_vs1_13       
   7.3e-195  656.6   0.0   8.2e-195  656.5   0.0    1.0  1  SRS022980_a1_ct53332_vs1_48      
   8.6e-195  656.4   0.0   9.6e-195  656.2   0.0    1.0  1  SRS019028_a1_ct91283_vs1_52      
   1.3e-194  655.8   0.2   1.6e-194  655.5   0.2    1.0  1  SRS148253_a1_ct115540_vs01_9     
   2.2e-194  655.0   6.1   2.6e-194  654.8   6.1    1.0  1  SAMN06164501_a1_ct44508_vs1_3    
   2.2e-194  655.0   5.2   2.7e-194  654.7   5.2    1.0  1  SRS053398_a1_ct89549_vs1_33      
   1.7e-192  648.8   0.0   1.9e-192  648.6   0.0    1.0  1  SAMN05826882_a1_ct3060_19        
   4.3e-192  647.4   1.0   5.3e-192  647.1   1.0    1.0  1  SAMN04571723_a1_ct137896_vs1_3   
   1.3e-191  645.9   3.3   1.5e-191  645.6   3.3    1.0  1  SAMN05826502_a1_ct5095_19        
   1.5e-191  645.6   0.0   1.9e-191  645.3   0.0    1.0  1  SAMEA2737792_a1_ct48967_vs1_30   
   1.7e-191  645.4   0.6   2.2e-191  645.1   0.6    1.1  1  SAMN10080915_a1_ct3565_36        
     2e-191  645.2   0.1   2.2e-191  645.1   0.1    1.0  1  SAMN11893693_a1_ct1632_41        
   3.6e-191  644.4   0.0   4.1e-191  644.2   0.0    1.0  1  SAMN04262467_a1_ct4897_vs1_8     
     1e-189  639.5   0.2   1.3e-189  639.2   0.2    1.0  1  SRS146764_a1_ct121475_vs01_30    
   1.2e-189  639.4   0.6   1.4e-189  639.1   0.6    1.0  1  SAMN10080904_a1_ct2294_20        
   1.5e-189  639.0   0.0   1.7e-189  638.8   0.0    1.0  1  SAMN04261275_a1_ct72709_vs1_1    
   1.6e-189  638.9   0.1     2e-189  638.6   0.1    1.0  1  SAMN00792079_a1_ct12412_13       
   2.3e-189  638.4   0.0   2.6e-189  638.3   0.0    1.0  1  SAMN05826635_a1_ct2112_24        
   1.3e-186  629.3   3.3   1.7e-186  628.9   3.3    1.0  1  SAMN05414987_a1_ct7799_1         
   3.6e-185  624.5   6.0   4.2e-185  624.3   6.0    1.0  1  SAMN09781734_a1_ct1860_19        
   3.1e-184  621.4   0.4   3.5e-184  621.3   0.4    1.0  1  SRS144537_a1_ct38854_vs1_14      
   1.1e-183  619.6   0.7   1.2e-183  619.5   0.7    1.0  1  SAMN09781719_a1_ct152152_vs1_48  
   1.2e-183  619.5   0.7   1.3e-183  619.4   0.7    1.0  1  SAMEA2737745_b1_ct72_vs5_14      
   2.2e-183  618.6   0.5   2.7e-183  618.3   0.5    1.0  1  SAMN09781758_a1_ct1470_49        
   2.3e-183  618.6   0.9   2.6e-183  618.4   0.9    1.0  1  SAMN00792082_a1_ct26785_vs1_14   
   3.4e-183  618.0   0.8   3.8e-183  617.9   0.8    1.0  1  SAMN11031324_a1_ct6049_41        
   1.3e-181  612.7   1.9   1.5e-181  612.5   1.9    1.0  1  SRS144560_a1_ct7771_16           
   2.6e-181  611.8   1.6   2.9e-181  611.6   1.6    1.0  1  SAMN11031379_a1_ct2109_43        
   4.7e-181  610.9   0.0   5.2e-181  610.8   0.0    1.0  1  SRS018479_a1_ct24892_vs01_7      
     8e-181  610.1   2.9     9e-181  610.0   2.9    1.0  1  SAMEA2580107_a1_ct32172_vs1_10   
     2e-180  608.8   1.7   2.2e-180  608.7   1.7    1.0  1  SRS104962_a1_ct64763_7           
   2.5e-180  608.5   0.9   2.8e-180  608.3   0.9    1.0  1  SAMEA1906581_a1_ct263490_vs1_14  
   2.8e-180  608.3   2.6   3.1e-180  608.2   2.6    1.0  1  SAMEA2580258_b1_ct1_42           
   4.4e-179  604.4   4.9   4.9e-179  604.2   4.9    1.0  1  SAMEA2738174_b1_ct1_17           
   6.6e-179  603.8   0.0   8.1e-179  603.5   0.0    1.0  1  SRS144124_a1_ct14791_vs01_8      
   1.4e-177  599.4   5.8   1.7e-177  599.1   5.8    1.0  1  SAMN05826545_a1_ct740_6          
   1.6e-176  595.9   4.5   1.8e-176  595.8   4.5    1.0  1  SAMN01041764_a1_ct4272_vs1_13    
   2.8e-175  591.8   2.0   3.1e-175  591.6   2.0    1.0  1  SRS147664_a1_ct12867_7           
   3.5e-175  591.5   9.6   3.9e-175  591.3   9.6    1.0  1  SAMEA2737792_a1_ct131944_vs1_31  
   1.6e-174  589.3   1.6   1.8e-174  589.1   1.6    1.0  1  SRS147149_a1_ct15502_16          
   2.6e-174  588.6   2.3   3.1e-174  588.3   2.3    1.0  1  SAMN05827247_a1_ct21657_vs1_6    
   6.6e-174  587.3   0.0   7.9e-174  587.0   0.0    1.0  1  SAMEA2737662_a1_ct153951_vs1_43  
   2.1e-173  585.6   0.2   2.5e-173  585.3   0.2    1.0  1  SAMN00792056_a1_ct16161_vs1_11   
   3.8e-173  584.7   0.3   4.5e-173  584.5   0.3    1.0  1  SAMN10080902_a1_ct1748_49        
   5.4e-173  584.2   0.3     6e-173  584.1   0.3    1.0  1  SRS050905_a1_ct4188_vs01_9       
   3.3e-172  581.6   0.8   3.7e-172  581.5   0.8    1.0  1  SRS017127_a1_ct24_vs1_47         
   3.3e-171  578.3  10.5   5.1e-171  577.7  10.4    1.3  1  SAMN09781782_a1_ct21317_vs1_14   
   4.6e-169  571.2   0.2   5.5e-169  571.0   0.2    1.0  1  SAMN11031281_a1_ct6733_40        
   6.4e-169  570.7   0.0   7.7e-169  570.5   0.0    1.0  1  SAMEA2737737_a1_ct58735_vs1_44   
   2.6e-168  568.7   0.0   2.9e-168  568.6   0.0    1.0  1  SAMN10407347_a1_ct234504_vs1_16  
   1.1e-167  566.6   2.2   1.4e-167  566.3   2.2    1.0  1  SAMEA2738163_b1_ct2_24           
   7.9e-164  553.9   0.0   8.8e-164  553.7   0.0    1.0  1  SAMN10080904_a1_ct2264_29        
   1.3e-160  543.2   0.0   1.5e-160  543.0   0.0    1.0  1  SRS019225_a1_ct2397_vs1_26       
   4.4e-159  538.2   0.0     5e-159  538.0   0.0    1.0  1  SAMN10080928_a1_ct35515_vs1_45   
   8.5e-159  537.2   0.0   9.5e-159  537.1   0.0    1.0  1  SRS023595_a1_ct19201_41          
   3.5e-158  535.2   0.0   3.9e-158  535.1   0.0    1.0  1  SAMN05414963_a1_ct3461_vs1_49    
   3.7e-157  531.8   0.0   4.5e-157  531.5   0.0    1.0  1  SAMN10080907_a1_ct2236_9         
   8.1e-156  527.4   0.0     1e-155  527.1   0.0    1.0  1  SAMN10080883_a1_ct24422_vs1_32   
   5.2e-145  491.6   0.0   5.9e-145  491.4   0.0    1.0  1  SAMN10080927_a1_ct1008_1         
   2.1e-137  466.4   0.0   2.3e-137  466.3   0.0    1.0  1  SRS015440_a1_ct20206_vs1_10      
   3.5e-105  359.7   0.0   4.1e-105  359.5   0.0    1.0  1  SRS015470_a1_ct26494_vs1_21      
    3.5e-98  336.6   1.3    4.2e-98  336.3   1.3    1.0  1  SAMEA2737798_b1_ct21_vs2_41      
      8e-87  299.0   0.0      1e-86  298.6   0.0    1.0  1  SAMEA2737798_b1_ct21_vs2_43      
    1.7e-72  251.5   1.8    2.6e-67  234.4   1.1    2.6  2  SRS015038_a1_ct65951_vs1_4       
    4.4e-72  250.2   2.7    8.5e-69  239.3   2.7    2.6  1  SRS015893_a1_ct13684_73          
    5.5e-72  249.9   0.5    1.1e-71  248.9   0.5    1.4  1  SRS023926_a1_ct9647_vs01_11      
    7.4e-72  249.4   2.1      1e-66  232.4   1.4    2.5  2  SRS019127_a1_ct12952_vs01_41     
    5.7e-70  243.2   2.6    3.8e-65  227.2   1.0    2.6  2  SRS021897_a1_ct33498_vs1_32      
    8.3e-70  242.7   1.3    2.9e-62  217.7   2.6    2.9  2  SRS019071_a1_ct28173_vs1_50      
    1.3e-68  238.7   0.0    1.4e-68  238.6   0.0    1.0  1  SAMN10080917_a1_ct30214_vs1_1    
    6.6e-68  236.4   2.0    3.8e-67  233.8   2.0    1.8  1  SRS062540_a1_ct10801_vs1_29      
    9.1e-68  235.9   4.0    5.7e-67  233.3   4.0    1.8  1  SRS018610_a1_ct10812_69          
    1.4e-65  228.6   6.4    2.1e-64  224.8   4.3    2.7  2  SRS015038_a1_ct15632_vs1_6       
      2e-65  228.2   7.0    2.1e-64  224.8   5.8    2.6  2  SRS077016_a1_ct14633_69          
    2.8e-65  227.7   3.5    1.6e-64  225.1   3.5    1.9  1  SRS058693_a1_ct30844_vs1_62      
    3.5e-65  227.4   1.4    9.8e-46  163.0   1.2    2.0  2  SRS011255_a1_ct21692_5           
    4.4e-65  227.0   5.2    3.1e-64  224.2   5.2    1.9  1  SRS017808_a1_ct34924_vs1_12      
    7.3e-65  226.3   1.2      3e-63  221.0   1.2    2.2  1  SRS043083_a1_ct7773_5            
    1.5e-64  225.3   2.8    2.8e-62  217.7   2.8    2.1  1  SAMEA2737935_b1_ct4_6            
    2.6e-63  221.2   2.4    2.3e-44  158.5   1.4    2.1  2  SAMEA2737994_b1_ct6_68           
    7.1e-60  209.8   1.5    2.2e-58  204.8   1.5    2.1  1  SRS148472_a1_ct45264_8           
    1.3e-56  198.9   0.1    1.5e-56  198.8   0.1    1.0  1  SAMN00792106_b1_ct73_vs02_50     
    4.3e-55  194.0   0.1    9.1e-53  186.3   0.1    2.8  1  SAMEA2737827_a1_ct14728_36       
    1.2e-53  189.2   0.1      3e-51  181.2   0.1    2.6  1  SAMN10080887_a1_ct2414_28        
    4.4e-49  174.1   0.2    2.6e-34  125.1   0.0    2.1  2  SAMN09781775_a1_ct23918_4        
    4.3e-47  167.5   0.0    6.5e-45  160.3   0.0    2.1  1  SAMN10080893_a1_ct138_21         
    1.4e-45  162.5   1.4    3.8e-43  154.4   1.4    2.5  1  SAMN10408156_a1_ct3306_82        
    4.4e-45  160.8   5.6    4.9e-40  144.1   1.4    2.5  2  SAMN09781712_a1_ct3120_14        
    2.3e-44  158.4   0.2    2.3e-44  158.4   0.2    1.4  1  SRS142896_a1_ct9888_69           
    6.3e-44  157.0   6.2    6.2e-39  140.5   3.5    2.3  2  SAMN09781724_a1_ct12275_28       
    2.4e-43  155.0   4.2    9.4e-38  136.6   0.4    3.0  3  SRS015890_a1_ct19784_vs1_5       
    1.7e-41  148.9   1.0    2.2e-33  122.1   0.1    2.9  2  SRS149647_a1_ct22939_vs01_6      
    3.9e-40  144.4   0.4    1.4e-32  119.5   0.4    3.1  2  SAMN09781711_a1_ct53252_vs1_70   
    6.5e-38  137.1   3.2    6.5e-30  110.6   0.5    3.2  2  SAMN09781759_a1_ct8546_vs1_11    
    2.5e-34  125.2   7.2      2e-26   99.1   0.2    3.0  3  SAMEA2737761_a1_ct21606_65       
    4.2e-34  124.5   0.1      3e-25   95.2   0.2    3.0  3  SAMEA2737787_a1_ct22526_37       
    6.5e-34  123.8   0.0    4.7e-25   94.5   0.1    3.0  3  SAMN00791913_a1_ct1999_21        
    6.7e-34  123.8   0.0    1.7e-25   96.0   0.1    3.0  3  SAMEA2737674_a1_ct1064_59        
    8.7e-34  123.4   0.0    1.1e-33  123.0   0.0    1.0  1  SAMEA2737745_b1_ct75_vs2_6       
    1.2e-32  119.7   2.0    6.4e-23   87.5   0.0    3.2  3  SRS019597_a1_ct24_vs01_38        
    2.1e-32  118.9   0.0    5.2e-24   91.1   0.1    3.0  3  SAMN11031293_a1_ct3915_29        
    2.3e-32  118.7   4.4    2.7e-32  118.5   4.4    1.0  1  SRS149720_a1_ct6643_vs1_1        
    2.7e-30  111.9   0.1    8.3e-25   93.7   0.0    3.0  2  SRS048791_a1_ct10163_76          
    1.2e-29  109.7   1.0    1.3e-26   99.7   0.3    2.1  2  SAMN00691414_b1_ct5_1            
    1.7e-29  109.2   5.5    5.9e-19   74.3   1.8    3.1  2  SRS018394_a1_ct13037_29          
    4.9e-28  104.4   0.6      3e-21   81.9   0.0    2.2  2  SRS148820_a1_ct27022_87          
    1.3e-27  102.9   0.4    5.9e-21   81.0   0.0    2.2  2  SRS022145_a1_ct1_vs1_26          
    1.9e-27  102.4   0.3    1.4e-20   79.7   0.0    2.2  2  SRS045602_a1_ct6836_22           
    4.8e-27  101.1   0.3    1.9e-20   79.3   0.0    2.1  2  SRS062714_a1_ct13454_75          
    9.2e-27  100.2   0.8      6e-18   71.0   0.0    3.1  3  SRS064329_a1_ct8252_20           
    5.1e-26   97.7   0.7    1.3e-18   73.1   0.0    3.1  3  SRS049147_a1_ct9285_29           
      6e-25   94.2   0.8    6.4e-16   64.3   0.0    3.1  3  SRS146738_a1_ct23551_58          
    3.1e-24   91.8   4.4    8.3e-18   70.5   0.4    2.9  2  SRS150032_a1_ct10191_vs1_26      
    4.6e-24   91.2   1.0    6.8e-17   67.5   0.0    3.1  3  SRS017209_a1_ct4787_vs1_42       
    2.3e-23   89.0   0.1    2.9e-23   88.6   0.1    1.0  1  SAMN00993239_a1_ct10242_vs1_12   
    2.8e-23   88.7   1.0    2.5e-16   65.7   0.0    3.1  3  SRS047113_a1_ct10531_81          
    9.5e-23   86.9   0.1    1.2e-20   79.9   0.1    2.1  1  SAMEA2738138_b1_ct10_6           
    1.2e-21   83.3   0.0    1.5e-21   82.9   0.0    1.1  1  SRS144368_a1_ct35956_vs01_29     
    1.2e-21   83.2   0.0    1.6e-21   82.9   0.0    1.1  1  SRS144302_a1_ct18437_vs01_51     
    3.1e-20   78.6   3.4    1.4e-11   49.9   0.3    4.0  2  SRS019128_a1_ct241347_vs1_89     
    3.6e-20   78.4   0.0    4.2e-20   78.1   0.0    1.0  1  SRS142896_a1_ct9888_67           
    5.8e-18   71.0   0.5    7.8e-18   70.6   0.5    1.1  1  SAMN10408066_a1_ct13635_vs1_3    
    5.4e-15   61.2   1.8    3.1e-13   55.4   1.8    2.4  1  SRS097914_a1_ct19_6              
      2e-14   59.3   1.9      2e-14   59.3   1.9    1.5  1  SRS049147_a1_ct9285_28           
    2.3e-14   59.1   2.2    2.3e-14   59.1   2.2    1.5  1  SRS017209_a1_ct4787_vs1_41       
    4.7e-14   58.1   3.3    4.7e-12   51.5   3.3    2.0  1  SRS150032_a1_ct10191_vs1_25      
      8e-14   57.3   1.1      1e-11   50.4   1.1    2.1  1  SRS097914_a1_ct19_5              
    1.1e-13   56.9   1.5    1.1e-13   56.9   1.5    1.6  1  SRS097912_a1_ct22888_76          
    1.7e-13   56.3   1.3    1.7e-13   56.3   1.3    1.7  1  SAMEA2738138_b1_ct10_5           
      2e-13   56.0   1.8    2.7e-13   55.6   1.8    1.2  1  SRS024087_a1_ct33756_74          
    5.3e-12   51.3   0.5    1.2e-11   50.2   0.5    1.5  1  SRS149647_a1_ct22939_vs01_4      
    2.1e-11   49.3   2.1    5.5e-11   47.9   2.1    1.6  1  SAMN10080887_a1_ct2414_26        
    2.4e-11   49.1   0.1    2.8e-11   48.9   0.1    1.0  1  SRS045049_a1_ct5097_vs01_1       
    4.7e-11   48.2   0.4    2.4e-07   35.9   0.0    3.0  2  SAMN10080904_a1_ct2264_7         
    7.1e-11   47.6   0.4      2e-09   42.8   0.0    2.6  2  SAMN10080907_a1_ct2236_30        
    9.6e-11   47.1   1.9    2.4e-10   45.8   1.9    1.6  1  SAMEA2737827_a1_ct14728_33       
    1.9e-10   46.2   0.0    2.3e-10   45.9   0.0    1.0  1  SRS024087_a1_ct33756_73          
    6.6e-10   44.4   4.5    2.8e-06   32.4   0.6    2.1  2  SAMN09781711_a1_ct53252_vs1_71   
    8.6e-10   44.0   0.4    9.4e-07   33.9   0.0    2.1  2  SRS064329_a1_ct8252_18           
    2.2e-09   42.6   0.0    2.7e-09   42.4   0.0    1.0  1  SRS097912_a1_ct22888_77          
    6.6e-09   41.1   1.5    3.2e-08   38.8   1.5    1.8  1  SAMEA2737761_a1_ct21606_69       
    6.7e-09   41.0   1.0    6.2e-07   34.5   0.0    2.1  2  SRS018394_a1_ct13037_28          
    7.3e-09   40.9   0.3    4.9e-07   34.9   0.3    2.1  1  SRS146738_a1_ct23551_60          
    1.3e-08   40.1   0.1    4.8e-07   34.9   0.1    2.1  1  SRS047113_a1_ct10531_83          
    1.8e-08   39.7   0.2    2.3e-08   39.3   0.2    1.1  1  SAMEA2737787_a1_ct22526_39       
    1.9e-08   39.5   0.2    2.4e-08   39.2   0.2    1.1  1  SAMEA2737674_a1_ct1064_61        
    2.3e-08   39.3   0.0    3.8e-08   38.6   0.0    1.3  1  SAMN10080883_a1_ct24422_vs1_2    
