target,accession--target,query,accession--query,E-value,score,bias,E-value--best-domain,score--best-domain,bias--best-domain,exp,reg,clu,ov,env,dom,rep,inc,description
Station34_DCM_ALL_assembly_NODE_492_length_29095_cov_16.768320_35,-,phage-family-interpro-v4,-,1.4e-221,746.5,3.8,1.7e-221,746.2,3.8,1.0,1,0,0,1,1,1,1,-
Station168_DCM_ALL_assembly_NODE_2089_length_37458_cov_7.848542_30,-,phage-family-interpro-v4,-,1.7e-221,746.2,3.1,1.9e-221,746.0,3.1,1.0,1,0,0,1,1,1,1,-
Station102_MES_ALL_assembly_NODE_392_length_37580_cov_9.627848_38,-,phage-family-interpro-v4,-,3.6e-221,745.1,0.0,4e-221,745.0,0.0,1.0,1,0,0,1,1,1,1,-
Station102_SUR_ALL_assembly_NODE_319_length_37580_cov_19.473844_26,-,phage-family-interpro-v4,-,3.6e-221,745.1,0.0,4e-221,745.0,0.0,1.0,1,0,0,1,1,1,1,-
Station65_DCM_ALL_assembly_NODE_420_length_39008_cov_4.422304_29,-,phage-family-interpro-v4,-,4.2e-221,744.9,1.6,4.7e-221,744.7,1.6,1.0,1,0,0,1,1,1,1,-
Station175_SUR_ALL_assembly_NODE_2856_length_29332_cov_5.608976_9,-,phage-family-interpro-v4,-,1.4e-220,743.2,0.4,1.5e-220,743.0,0.4,1.0,1,0,0,1,1,1,1,-
Station72_DCM_ALL_assembly_NODE_320_length_34852_cov_23.741012_39,-,phage-family-interpro-v4,-,1.5e-220,743.1,3.3,1.8e-220,742.8,3.3,1.0,1,0,0,1,1,1,1,-
Station100_DCM_ALL_assembly_NODE_346_length_36955_cov_6.939024_19,-,phage-family-interpro-v4,-,2.5e-220,742.3,2.8,3e-220,742.0,2.8,1.0,1,0,0,1,1,1,1,-
Station18_DCM_ALL_assembly_NODE_190_length_39947_cov_9.877068_21,-,phage-family-interpro-v4,-,3e-220,742.0,0.1,3.4e-220,741.9,0.1,1.0,1,0,0,1,1,1,1,-
Station155_DCM_ALL_assembly_NODE_1403_length_40079_cov_47.927943_30,-,phage-family-interpro-v4,-,3.8e-220,741.7,3.1,4.6e-220,741.4,3.1,1.0,1,0,0,1,1,1,1,-
Station76_DCM_ALL_assembly_NODE_458_length_41471_cov_5.127076_13,-,phage-family-interpro-v4,-,5.3e-220,741.2,0.2,5.9e-220,741.1,0.2,1.0,1,0,0,1,1,1,1,-
Station78_DCM_ALL_assembly_NODE_1116_length_20605_cov_3.429538_15,-,phage-family-interpro-v4,-,5.3e-220,741.2,0.2,5.9e-220,741.1,0.2,1.0,1,0,0,1,1,1,1,-
Station32_DCM_ALL_assembly_NODE_1079_length_13841_cov_3.300740_2,-,phage-family-interpro-v4,-,8e-220,740.6,0.0,9.7e-220,740.4,0.0,1.0,1,0,0,1,1,1,1,-
Station102_DCM_ALL_assembly_NODE_396_length_34925_cov_3.495354_26,-,phage-family-interpro-v4,-,9.1e-220,740.5,0.7,1.1e-219,740.2,0.7,1.0,1,0,0,1,1,1,1,-
Station137_SUR_ALL_assembly_NODE_257_length_29608_cov_5.556965_32,-,phage-family-interpro-v4,-,1.2e-219,740.1,2.8,1.5e-219,739.8,2.8,1.0,1,0,0,1,1,1,1,-
Station206_SUR_ALL_assembly_NODE_1719_length_27970_cov_13.357299_25,-,phage-family-interpro-v4,-,1.6e-219,739.7,4.3,1.8e-219,739.5,4.3,1.0,1,0,0,1,1,1,1,-
Station22_SUR_ALL_assembly_NODE_1241_length_19544_cov_26.543897_19,-,phage-family-interpro-v4,-,2e-219,739.4,1.7,2.4e-219,739.1,1.7,1.0,1,0,0,1,1,1,1,-
Station23_DCM_ALL_assembly_NODE_1223_length_15930_cov_3.888882_14,-,phage-family-interpro-v4,-,2e-219,739.4,1.7,2.4e-219,739.1,1.7,1.0,1,0,0,1,1,1,1,-
Station188_DCM_ALL_assembly_NODE_1365_length_34893_cov_7.372955_26,-,phage-family-interpro-v4,-,3.1e-219,738.7,4.6,3.5e-219,738.5,4.6,1.0,1,0,0,1,1,1,1,-
Station25_SUR_ALL_assembly_NODE_2744_length_11175_cov_4.363939_7,-,phage-family-interpro-v4,-,5.8e-219,737.8,1.2,7.1e-219,737.5,1.2,1.0,1,0,0,1,1,1,1,-
Station33_SUR_ALL_assembly_NODE_176_length_38951_cov_19.109703_19,-,phage-family-interpro-v4,-,1.8e-218,736.2,3.7,2.2e-218,735.9,3.7,1.0,1,0,0,1,1,1,1,-
Station22_SUR_ALL_assembly_NODE_1360_length_18620_cov_12.469755_20,-,phage-family-interpro-v4,-,1.9e-218,736.1,0.1,2.1e-218,736.0,0.1,1.0,1,0,0,1,1,1,1,-
Station205_MES_ALL_assembly_NODE_962_length_35587_cov_9.358072_27,-,phage-family-interpro-v4,-,3.6e-218,735.2,4.0,4.3e-218,734.9,4.0,1.0,1,0,0,1,1,1,1,-
Station65_SUR_ALL_assembly_NODE_1488_length_17196_cov_6.231550_6,-,phage-family-interpro-v4,-,4.7e-218,734.8,4.1,5.7e-218,734.5,4.1,1.0,1,0,0,1,1,1,1,-
Station188_DCM_ALL_assembly_NODE_2672_length_23291_cov_3.736271_6,-,phage-family-interpro-v4,-,9.6e-218,733.8,0.0,1.1e-217,733.6,0.0,1.0,1,0,0,1,1,1,1,-
7151.1.61919.ACAAA_Malaspina_NODE_358_length_27703_cov_6.829183_7,-,phage-family-interpro-v4,-,1.8e-217,732.9,4.5,2e-217,732.7,4.5,1.0,1,0,0,1,1,1,1,-
6985.1.58159.TTCAG_Malaspina_NODE_934_length_11840_cov_3.465017_13,-,phage-family-interpro-v4,-,4.4e-217,731.6,0.6,5e-217,731.4,0.6,1.0,1,0,0,1,1,1,1,-
Station37_MES_COMBINED_FINAL_NODE_1046_length_34608_cov_43.407693_35,-,phage-family-interpro-v4,-,1.7e-216,729.6,3.3,2.1e-216,729.3,3.3,1.0,1,0,0,1,1,1,1,-
Station39_MES_ALL_assembly_NODE_1374_length_12229_cov_64.128881_13,-,phage-family-interpro-v4,-,2.1e-216,729.3,4.7,2.3e-216,729.2,4.7,1.0,1,0,0,1,1,1,1,-
Station137_MES_COMBINED_FINAL_NODE_4734_length_15737_cov_14.991519_23,-,phage-family-interpro-v4,-,3.7e-216,728.5,1.2,4.2e-216,728.4,1.2,1.0,1,0,0,1,1,1,1,-
Station38_MES_ALL_assembly_NODE_871_length_12951_cov_61.109957_4,-,phage-family-interpro-v4,-,7.2e-216,727.6,5.4,8.1e-216,727.4,5.4,1.0,1,0,0,1,1,1,1,-
Station39_MES_COMBINED_FINAL_NODE_4680_length_12053_cov_347.457493_3,-,phage-family-interpro-v4,-,7.2e-216,727.6,5.4,8.1e-216,727.4,5.4,1.0,1,0,0,1,1,1,1,-
Station52_SUR_ALL_assembly_NODE_138_length_38949_cov_4.957860_21,-,phage-family-interpro-v4,-,7.5e-216,727.5,8.0,9.2e-216,727.2,8.0,1.0,1,0,0,1,1,1,1,-
Station37_MES_COMBINED_FINAL_NODE_4252_length_11288_cov_811.019674_1,-,phage-family-interpro-v4,-,1.3e-215,726.7,5.1,1.4e-215,726.6,5.1,1.0,1,0,0,1,1,1,1,-
Station22_SUR_ALL_assembly_NODE_2666_length_12357_cov_5.311819_16,-,phage-family-interpro-v4,-,1.8e-215,726.2,5.7,2.2e-215,725.9,5.7,1.0,1,0,0,1,1,1,1,-
Station125_MXL_ALL_assembly_NODE_520_length_37085_cov_10.012152_26,-,phage-family-interpro-v4,-,3e-215,725.5,0.0,3.4e-215,725.3,0.0,1.0,1,0,0,1,1,1,1,-
Station56_SUR_ALL_assembly_NODE_221_length_40619_cov_7.055542_34,-,phage-family-interpro-v4,-,1.2e-214,723.5,3.0,1.4e-214,723.2,3.0,1.0,1,0,0,1,1,1,1,-
Station123_MXL_ALL_assembly_NODE_2033_length_15989_cov_24.746454_10,-,phage-family-interpro-v4,-,1.8e-214,722.9,1.8,2e-214,722.8,1.8,1.0,1,0,0,1,1,1,1,-
Station124_MXL_ALL_assembly_NODE_1908_length_13299_cov_6.068106_10,-,phage-family-interpro-v4,-,1.8e-214,722.9,1.8,2e-214,722.8,1.8,1.0,1,0,0,1,1,1,1,-
Station193_SUR_ALL_assembly_NODE_850_length_35696_cov_21.513566_46,-,phage-family-interpro-v4,-,1.9e-214,722.9,0.3,2.1e-214,722.7,0.3,1.0,1,0,0,1,1,1,1,-
Station206_SUR_ALL_assembly_NODE_3236_length_18244_cov_4.509704_13,-,phage-family-interpro-v4,-,4e-214,721.8,2.4,4.9e-214,721.5,2.4,1.0,1,0,0,1,1,1,1,-
Station193_SUR_ALL_assembly_NODE_5856_length_10170_cov_3.172022_8,-,phage-family-interpro-v4,-,1e-213,720.4,0.0,1.2e-213,720.2,0.0,1.0,1,0,0,1,1,1,1,-
Station102_DCM_ALL_assembly_NODE_2008_length_12968_cov_4.027492_5,-,phage-family-interpro-v4,-,1.9e-213,719.6,3.4,2.3e-213,719.3,3.4,1.0,1,0,0,1,1,1,1,-
Station82_DCM_COMBINED_FINAL_NODE_702_length_38820_cov_1604.806423_20,-,phage-family-interpro-v4,-,1.9e-213,719.6,1.5,2.1e-213,719.4,1.5,1.0,1,0,0,1,1,1,1,-
Station189_DCM_ALL_assembly_NODE_5127_length_12937_cov_7.068312_16,-,phage-family-interpro-v4,-,2.1e-213,719.4,2.1,2.6e-213,719.1,2.1,1.0,1,0,0,1,1,1,1,-
Station68_DCM_ALL_assembly_NODE_75_length_50767_cov_8.077536_32,-,phage-family-interpro-v4,-,2.8e-213,719.0,1.3,3.4e-213,718.7,1.3,1.0,1,0,0,1,1,1,1,-
Station196_SUR_ALL_assembly_NODE_1375_length_28132_cov_11.771699_1,-,phage-family-interpro-v4,-,2.9e-213,718.9,2.6,3.5e-213,718.7,2.6,1.0,1,0,0,1,1,1,1,-
Station180_ZZZ_ALL_assembly_NODE_1964_length_30169_cov_16.293750_3,-,phage-family-interpro-v4,-,3e-213,718.9,2.2,3.7e-213,718.6,2.2,1.0,1,0,0,1,1,1,1,-
Station201_SUR_ALL_assembly_NODE_1827_length_27581_cov_17.239810_2,-,phage-family-interpro-v4,-,3e-213,718.9,2.2,3.7e-213,718.6,2.2,1.0,1,0,0,1,1,1,1,-
Station191_SUR_ALL_assembly_NODE_903_length_27215_cov_5.696208_27,-,phage-family-interpro-v4,-,4.1e-213,718.4,2.0,5e-213,718.2,2.0,1.0,1,0,0,1,1,1,1,-
Station82_SUR_COMBINED_FINAL_NODE_689_length_38521_cov_7.788177_23,-,phage-family-interpro-v4,-,6.2e-213,717.8,2.2,7.6e-213,717.6,2.2,1.0,1,0,0,1,1,1,1,-
Station206_SUR_ALL_assembly_NODE_1027_length_37809_cov_11.196959_40,-,phage-family-interpro-v4,-,6.3e-213,717.8,4.2,7.7e-213,717.5,4.2,1.0,1,0,0,1,1,1,1,-
Station208_SUR_ALL_assembly_NODE_799_length_38138_cov_24.189034_27,-,phage-family-interpro-v4,-,6.3e-213,717.8,4.2,7.7e-213,717.5,4.2,1.0,1,0,0,1,1,1,1,-
Station210_SUR_ALL_assembly_NODE_5117_length_21786_cov_12.826515_15,-,phage-family-interpro-v4,-,6.3e-213,717.8,4.2,7.7e-213,717.5,4.2,1.0,1,0,0,1,1,1,1,-
Station124_SUR_ALL_assembly_NODE_852_length_21188_cov_12.350021_11,-,phage-family-interpro-v4,-,7.5e-213,717.6,10.3,9.1e-213,717.3,10.3,1.0,1,0,0,1,1,1,1,-
Station201_SUR_ALL_assembly_NODE_1470_length_31995_cov_5.046869_8,-,phage-family-interpro-v4,-,9.2e-213,717.3,2.1,1.1e-212,717.0,2.1,1.0,1,0,0,1,1,1,1,-
Station180_SUR_ALL_assembly_NODE_5126_length_21646_cov_58.599185_24,-,phage-family-interpro-v4,-,1.1e-212,717.0,2.6,1.3e-212,716.8,2.6,1.0,1,0,0,1,1,1,1,-
Station39_DCM_ALL_assembly_NODE_51_length_38952_cov_5.763092_34,-,phage-family-interpro-v4,-,1.5e-212,716.6,0.3,1.8e-212,716.3,0.3,1.0,1,0,0,1,1,1,1,-
Station37_MES_COMBINED_FINAL_NODE_723_length_44559_cov_6.405424_25,-,phage-family-interpro-v4,-,1.6e-212,716.5,3.7,1.8e-212,716.3,3.7,1.0,1,0,0,1,1,1,1,-
Station39_SUR_ALL_assembly_NODE_260_length_24062_cov_11.751656_11,-,phage-family-interpro-v4,-,2.4e-212,715.9,0.3,2.9e-212,715.6,0.3,1.0,1,0,0,1,1,1,1,-
Station111_SUR_ALL_assembly_NODE_163_length_41237_cov_4.332403_9,-,phage-family-interpro-v4,-,3.1e-212,715.5,7.4,3.5e-212,715.4,7.4,1.0,1,0,0,1,1,1,1,-
Station155_MES_ALL_assembly_NODE_2406_length_33046_cov_3.886302_29,-,phage-family-interpro-v4,-,3.1e-212,715.5,3.4,3.5e-212,715.4,3.4,1.0,1,0,0,1,1,1,1,-
Station102_DCM_ALL_assembly_NODE_1166_length_18481_cov_3.736079_12,-,phage-family-interpro-v4,-,4.9e-212,714.9,3.1,6e-212,714.6,3.1,1.0,1,0,0,1,1,1,1,-
Station100_MES_ALL_assembly_NODE_185_length_41699_cov_14.055158_27,-,phage-family-interpro-v4,-,5.4e-212,714.7,1.1,5.9e-212,714.6,1.1,1.0,1,0,0,1,1,1,1,-
Station39_MES_ALL_assembly_NODE_1024_length_15058_cov_22.589882_13,-,phage-family-interpro-v4,-,6.4e-212,714.5,1.5,7.2e-212,714.3,1.5,1.0,1,0,0,1,1,1,1,-
Station201_MES_ALL_assembly_NODE_5753_length_11402_cov_7.620781_2,-,phage-family-interpro-v4,-,8.5e-212,714.1,0.9,9.6e-212,713.9,0.9,1.0,1,0,0,1,1,1,1,-
Station22_SUR_ALL_assembly_NODE_1617_length_16857_cov_11.482324_18,-,phage-family-interpro-v4,-,9.5e-212,713.9,0.0,1.2e-211,713.6,0.0,1.0,1,0,0,1,1,1,1,-
Station189_MES_ALL_assembly_NODE_2362_length_27639_cov_3.832040_11,-,phage-family-interpro-v4,-,1.2e-211,713.5,0.2,1.4e-211,713.4,0.2,1.0,1,0,0,1,1,1,1,-
Station188_DCM_ALL_assembly_NODE_7887_length_10976_cov_6.188994_8,-,phage-family-interpro-v4,-,1.6e-211,713.2,0.0,1.8e-211,713.0,0.0,1.0,1,0,0,1,1,1,1,-
Station125_SUR_ALL_assembly_NODE_1451_length_14327_cov_6.801219_5,-,phage-family-interpro-v4,-,1.9e-211,712.9,6.0,2.3e-211,712.6,6.0,1.0,1,0,0,1,1,1,1,-
Station201_DCM_ALL_assembly_NODE_1451_length_30487_cov_10.958465_28,-,phage-family-interpro-v4,-,3e-211,712.3,0.0,3.4e-211,712.1,0.0,1.0,1,0,0,1,1,1,1,-
Station205_SUR_ALL_assembly_NODE_1416_length_25256_cov_4.953692_19,-,phage-family-interpro-v4,-,3e-211,712.3,0.0,3.4e-211,712.1,0.0,1.0,1,0,0,1,1,1,1,-
Station41_DCM_ALL_assembly_NODE_113_length_44580_cov_15.859944_21,-,phage-family-interpro-v4,-,3.6e-211,712.0,3.5,4.1e-211,711.8,3.5,1.0,1,0,0,1,1,1,1,-
Station58_DCM_ALL_assembly_NODE_818_length_18499_cov_5.882292_21,-,phage-family-interpro-v4,-,5.3e-211,711.5,1.9,5.9e-211,711.3,1.9,1.0,1,0,0,1,1,1,1,-
Station102_MES_ALL_assembly_NODE_340_length_41266_cov_4.535876_24,-,phage-family-interpro-v4,-,6.7e-211,711.1,0.0,7.5e-211,711.0,0.0,1.0,1,0,0,1,1,1,1,-
Station205_MES_ALL_assembly_NODE_734_length_41599_cov_9.466806_31,-,phage-family-interpro-v4,-,6.8e-211,711.1,1.8,8.3e-211,710.8,1.8,1.0,1,0,0,1,1,1,1,-
Station23_DCM_ALL_assembly_NODE_209_length_35143_cov_41.676442_5,-,phage-family-interpro-v4,-,6.9e-211,711.1,4.8,8.5e-211,710.8,4.8,1.0,1,0,0,1,1,1,1,-
Station189_DCM_ALL_assembly_NODE_946_length_34269_cov_5.175045_13,-,phage-family-interpro-v4,-,7e-211,711.0,2.0,8.6e-211,710.8,2.0,1.0,1,0,0,1,1,1,1,-
Station173_DCM_ALL_assembly_NODE_10555_length_11246_cov_8.769636_4,-,phage-family-interpro-v4,-,7.6e-211,710.9,2.2,8.5e-211,710.8,2.2,1.0,1,0,0,1,1,1,1,-
Station205_SUR_ALL_assembly_NODE_1524_length_24106_cov_4.720053_14,-,phage-family-interpro-v4,-,9.9e-211,710.6,0.0,1.1e-210,710.4,0.0,1.0,1,0,0,1,1,1,1,-
Station168_IZZ_ALL_assembly_NODE_5890_length_18435_cov_37.969260_22,-,phage-family-interpro-v4,-,1e-210,710.5,1.3,1.2e-210,710.3,1.3,1.0,1,0,0,1,1,1,1,-
Station18_SUR_ALL_assembly_NODE_530_length_40905_cov_6.481567_38,-,phage-family-interpro-v4,-,1.3e-210,710.2,5.7,1.6e-210,709.9,5.7,1.0,1,0,0,1,1,1,1,-
Station168_IZZ_ALL_assembly_NODE_10674_length_11512_cov_42.573099_10,-,phage-family-interpro-v4,-,1.5e-210,710.0,0.3,1.7e-210,709.8,0.3,1.0,1,0,0,1,1,1,1,-
Station168_SUR_ALL_assembly_NODE_2146_length_33131_cov_122.401167_13,-,phage-family-interpro-v4,-,1.5e-210,710.0,0.3,1.7e-210,709.8,0.3,1.0,1,0,0,1,1,1,1,-
Station173_DCM_ALL_assembly_NODE_1266_length_54673_cov_6.398092_8,-,phage-family-interpro-v4,-,1.5e-210,709.9,0.0,1.7e-210,709.8,0.0,1.0,1,0,0,1,1,1,1,-
Station67_SUR_ALL_assembly_NODE_485_length_33820_cov_58.013150_7,-,phage-family-interpro-v4,-,2.1e-210,709.5,5.4,2.5e-210,709.2,5.4,1.0,1,0,0,1,1,1,1,-
Station123_SUR_ALL_assembly_NODE_1263_length_16420_cov_2.880110_11,-,phage-family-interpro-v4,-,2.8e-210,709.1,0.0,3.4e-210,708.8,0.0,1.0,1,0,0,1,1,1,1,-
Station124_SUR_ALL_assembly_NODE_355_length_34651_cov_7.534860_15,-,phage-family-interpro-v4,-,2.8e-210,709.1,0.0,3.4e-210,708.8,0.0,1.0,1,0,0,1,1,1,1,-
Station30_DCM_ALL_assembly_NODE_401_length_31765_cov_3.853232_10,-,phage-family-interpro-v4,-,4.8e-210,708.3,6.7,5.9e-210,708.0,6.7,1.0,1,0,0,1,1,1,1,-
Station100_MES_ALL_assembly_NODE_212_length_39336_cov_4.066775_24,-,phage-family-interpro-v4,-,5.4e-210,708.1,0.6,6.6e-210,707.8,0.6,1.0,1,0,0,1,1,1,1,-
Station123_MXL_ALL_assembly_NODE_350_length_40257_cov_33.268395_27,-,phage-family-interpro-v4,-,6.1e-210,707.9,4.8,7.5e-210,707.7,4.8,1.0,1,0,0,1,1,1,1,-
Station41_DCM_ALL_assembly_NODE_279_length_30379_cov_7.544783_30,-,phage-family-interpro-v4,-,6.9e-210,707.8,5.2,8.4e-210,707.5,5.2,1.0,1,0,0,1,1,1,1,-
Station52_DCM_ALL_assembly_NODE_405_length_25390_cov_11.855181_2,-,phage-family-interpro-v4,-,8.1e-210,707.5,3.5,9.9e-210,707.2,3.5,1.0,1,0,0,1,1,1,1,-
Station173_DCM_ALL_assembly_NODE_5986_length_17410_cov_6.928436_9,-,phage-family-interpro-v4,-,1e-209,707.2,0.8,1.2e-209,706.9,0.8,1.0,1,0,0,1,1,1,1,-
Station180_ZZZ_ALL_assembly_NODE_4851_length_15325_cov_4.276948_21,-,phage-family-interpro-v4,-,1.2e-209,707.0,0.4,1.3e-209,706.9,0.4,1.0,1,0,0,1,1,1,1,-
Station65_DCM_ALL_assembly_NODE_1717_length_15386_cov_14.522275_18,-,phage-family-interpro-v4,-,1.7e-209,706.4,4.2,1.9e-209,706.3,4.2,1.0,1,0,0,1,1,1,1,-
Station168_IZZ_ALL_assembly_NODE_2115_length_37656_cov_4.941837_34,-,phage-family-interpro-v4,-,2.8e-209,705.7,0.0,3.1e-209,705.6,0.0,1.0,1,0,0,1,1,1,1,-
Station111_MES_COMBINED_FINAL_NODE_3251_length_15820_cov_12.490136_18,-,phage-family-interpro-v4,-,3.7e-209,705.3,0.0,4.2e-209,705.2,0.0,1.0,1,0,0,1,1,1,1,-
Station194_DCM_ALL_assembly_NODE_1057_length_37545_cov_30.591038_10,-,phage-family-interpro-v4,-,4.4e-209,705.1,0.3,5e-209,704.9,0.3,1.0,1,0,0,1,1,1,1,-
Station194_SUR_ALL_assembly_NODE_600_length_42847_cov_4.650051_9,-,phage-family-interpro-v4,-,4.4e-209,705.1,0.3,5e-209,704.9,0.3,1.0,1,0,0,1,1,1,1,-
Station191_SUR_ALL_assembly_NODE_1571_length_19737_cov_22.312468_21,-,phage-family-interpro-v4,-,4.5e-209,705.1,0.2,5e-209,704.9,0.2,1.0,1,0,0,1,1,1,1,-
Station39_MES_COMBINED_FINAL_NODE_4690_length_12031_cov_12.555277_4,-,phage-family-interpro-v4,-,5.4e-209,704.8,0.4,6e-209,704.7,0.4,1.0,1,0,0,1,1,1,1,-
Station180_SUR_ALL_assembly_NODE_9325_length_13577_cov_15.157817_13,-,phage-family-interpro-v4,-,5.9e-209,704.7,0.0,6.6e-209,704.5,0.0,1.0,1,0,0,1,1,1,1,-
Station180_ZZZ_ALL_assembly_NODE_6431_length_12218_cov_40.933076_4,-,phage-family-interpro-v4,-,5.9e-209,704.7,0.0,6.6e-209,704.5,0.0,1.0,1,0,0,1,1,1,1,-
Station194_DCM_ALL_assembly_NODE_2274_length_22224_cov_145.376111_15,-,phage-family-interpro-v4,-,5.9e-209,704.7,0.0,6.6e-209,704.5,0.0,1.0,1,0,0,1,1,1,1,-
Station194_SUR_ALL_assembly_NODE_3732_length_12898_cov_14.896364_11,-,phage-family-interpro-v4,-,6.9e-209,704.5,0.0,7.7e-209,704.3,0.0,1.0,1,0,0,1,1,1,1,-
Station168_IZZ_ALL_assembly_NODE_6093_length_17945_cov_30.287759_19,-,phage-family-interpro-v4,-,1e-208,703.9,6.8,1.2e-208,703.6,6.8,1.0,1,0,0,1,1,1,1,-
Station193_SUR_ALL_assembly_NODE_2060_length_21027_cov_7.756389_22,-,phage-family-interpro-v4,-,1.1e-208,703.8,0.2,1.2e-208,703.7,0.2,1.0,1,0,0,1,1,1,1,-
Station123_MXL_ALL_assembly_NODE_602_length_33824_cov_24.385561_6,-,phage-family-interpro-v4,-,1.5e-208,703.3,0.2,1.8e-208,703.0,0.2,1.0,1,0,0,1,1,1,1,-
Station124_MXL_ALL_assembly_NODE_1617_length_15033_cov_8.361330_13,-,phage-family-interpro-v4,-,1.5e-208,703.3,0.2,1.9e-208,703.0,0.2,1.0,1,0,0,1,1,1,1,-
Station85_DCM_COMBINED_FINAL_NODE_1242_length_26754_cov_23.694708_25,-,phage-family-interpro-v4,-,1.8e-208,703.1,7.0,2.2e-208,702.8,7.0,1.0,1,0,0,1,1,1,1,-
Station137_DCM_ALL_assembly_NODE_1533_length_10520_cov_7.272432_12,-,phage-family-interpro-v4,-,2e-208,703.0,5.4,2.4e-208,702.7,5.4,1.0,1,0,0,1,1,1,1,-
Station34_SUR_ALL_assembly_NODE_284_length_42592_cov_12.503562_34,-,phage-family-interpro-v4,-,2e-208,702.9,0.0,2.3e-208,702.7,0.0,1.0,1,0,0,1,1,1,1,-
Station168_IZZ_ALL_assembly_NODE_2751_length_31615_cov_53.899873_14,-,phage-family-interpro-v4,-,2.1e-208,702.9,0.0,2.3e-208,702.7,0.0,1.0,1,0,0,1,1,1,1,-
Station102_DCM_ALL_assembly_NODE_1708_length_14541_cov_11.861107_2,-,phage-family-interpro-v4,-,2.7e-208,702.5,5.0,3.3e-208,702.2,5.0,1.0,1,0,0,1,1,1,1,-
Station125_MXL_ALL_assembly_NODE_310_length_44969_cov_200.841386_25,-,phage-family-interpro-v4,-,2.8e-208,702.5,0.6,3.1e-208,702.3,0.6,1.0,1,0,0,1,1,1,1,-
Station168_IZZ_ALL_assembly_NODE_10348_length_11808_cov_3.997618_9,-,phage-family-interpro-v4,-,2.8e-208,702.4,0.4,3.2e-208,702.3,0.4,1.0,1,0,0,1,1,1,1,-
Station206_SUR_ALL_assembly_NODE_3437_length_17461_cov_6.018327_14,-,phage-family-interpro-v4,-,3.2e-208,702.3,0.0,3.6e-208,702.1,0.0,1.0,1,0,0,1,1,1,1,-
Station209_SUR_ALL_assembly_NODE_6145_length_14849_cov_4.323645_6,-,phage-family-interpro-v4,-,3.2e-208,702.3,0.0,3.6e-208,702.1,0.0,1.0,1,0,0,1,1,1,1,-
Station125_MXL_ALL_assembly_NODE_566_length_36272_cov_91.798741_6,-,phage-family-interpro-v4,-,3.2e-208,702.3,0.0,3.6e-208,702.1,0.0,1.0,1,0,0,1,1,1,1,-
Station193_SUR_ALL_assembly_NODE_923_length_33816_cov_6.513551_18,-,phage-family-interpro-v4,-,3.2e-208,702.2,0.0,3.6e-208,702.1,0.0,1.0,1,0,0,1,1,1,1,-
