target,accession--target,query,accession--query,E-value,score,bias,E-value--best-domain,score--best-domain,bias--best-domain,exp,reg,clu,ov,env,dom,rep,inc,description
TemPhD_cluster_48787_43,-,phage-family-interpro-v4,-,7.3e-234,786.6,0.0,8.6e-234,786.3,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_48823_33,-,phage-family-interpro-v4,-,7.3e-234,786.6,0.0,8.6e-234,786.3,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_60088_3,-,phage-family-interpro-v4,-,7.3e-234,786.6,0.0,8.6e-234,786.3,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_18417_46,-,phage-family-interpro-v4,-,7.8e-234,786.4,0.0,9.5e-234,786.2,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_25564_6,-,phage-family-interpro-v4,-,7.8e-234,786.4,0.0,9.5e-234,786.2,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_35805_31,-,phage-family-interpro-v4,-,7.8e-234,786.4,0.0,9.5e-234,786.2,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_41132_9,-,phage-family-interpro-v4,-,7.8e-234,786.4,0.0,9.5e-234,786.2,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_41141_45,-,phage-family-interpro-v4,-,7.8e-234,786.4,0.0,9.5e-234,786.2,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_41362_30,-,phage-family-interpro-v4,-,7.8e-234,786.4,0.0,9.5e-234,786.2,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_48944_19,-,phage-family-interpro-v4,-,7.8e-234,786.4,0.0,9.5e-234,786.2,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_49733_2,-,phage-family-interpro-v4,-,7.8e-234,786.4,0.0,9.5e-234,786.2,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_48763_32,-,phage-family-interpro-v4,-,8.2e-234,786.4,0.0,1e-233,786.1,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_48939_32,-,phage-family-interpro-v4,-,8.2e-234,786.4,0.0,1e-233,786.1,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_48950_43,-,phage-family-interpro-v4,-,8.2e-234,786.4,0.0,1e-233,786.1,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_60506_32,-,phage-family-interpro-v4,-,8.2e-234,786.4,0.0,1e-233,786.1,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_60523_18,-,phage-family-interpro-v4,-,8.2e-234,786.4,0.0,1e-233,786.1,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_29396_58,-,phage-family-interpro-v4,-,4.1e-226,760.9,0.0,5e-226,760.6,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_42263_45,-,phage-family-interpro-v4,-,9.2e-226,759.7,0.0,1.1e-225,759.5,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_31944_1,-,phage-family-interpro-v4,-,2.5e-225,758.3,0.0,2.8e-225,758.1,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_31945_1,-,phage-family-interpro-v4,-,2.5e-225,758.3,0.0,2.8e-225,758.1,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_25531_1,-,phage-family-interpro-v4,-,3.8e-225,757.7,0.0,4.2e-225,757.5,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_27175_1,-,phage-family-interpro-v4,-,3.8e-225,757.7,0.0,4.2e-225,757.5,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_27176_1,-,phage-family-interpro-v4,-,3.8e-225,757.7,0.0,4.2e-225,757.5,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_31942_63,-,phage-family-interpro-v4,-,3.8e-225,757.7,0.0,4.2e-225,757.5,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_41007_1,-,phage-family-interpro-v4,-,3.8e-225,757.7,0.0,4.2e-225,757.5,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_48638_63,-,phage-family-interpro-v4,-,3.8e-225,757.7,0.0,4.2e-225,757.5,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_48639_63,-,phage-family-interpro-v4,-,3.8e-225,757.7,0.0,4.2e-225,757.5,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_57604_32,-,phage-family-interpro-v4,-,3.8e-225,757.7,0.0,4.2e-225,757.5,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_57604_40,-,phage-family-interpro-v4,-,3.8e-225,757.7,0.0,4.2e-225,757.5,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_35651_61,-,phage-family-interpro-v4,-,9.5e-225,756.4,0.0,1.1e-224,756.2,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_40605_48,-,phage-family-interpro-v4,-,4.9e-223,750.7,0.0,5.5e-223,750.5,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_19278_23,-,phage-family-interpro-v4,-,2.1e-222,748.6,0.7,2.3e-222,748.5,0.7,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_19279_48,-,phage-family-interpro-v4,-,2.1e-222,748.6,0.7,2.3e-222,748.5,0.7,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_19280_53,-,phage-family-interpro-v4,-,2.1e-222,748.6,0.7,2.3e-222,748.5,0.7,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_19281_5,-,phage-family-interpro-v4,-,2.1e-222,748.6,0.7,2.3e-222,748.5,0.7,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_19282_30,-,phage-family-interpro-v4,-,2.1e-222,748.6,0.7,2.3e-222,748.5,0.7,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_19283_47,-,phage-family-interpro-v4,-,2.1e-222,748.6,0.7,2.3e-222,748.5,0.7,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_19284_29,-,phage-family-interpro-v4,-,2.1e-222,748.6,0.7,2.3e-222,748.5,0.7,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_19285_52,-,phage-family-interpro-v4,-,2.1e-222,748.6,0.7,2.3e-222,748.5,0.7,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_19286_43,-,phage-family-interpro-v4,-,2.1e-222,748.6,0.7,2.3e-222,748.5,0.7,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_19287_12,-,phage-family-interpro-v4,-,2.1e-222,748.6,0.7,2.3e-222,748.5,0.7,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_19288_14,-,phage-family-interpro-v4,-,2.1e-222,748.6,0.7,2.3e-222,748.5,0.7,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_19289_29,-,phage-family-interpro-v4,-,2.1e-222,748.6,0.7,2.3e-222,748.5,0.7,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_19290_11,-,phage-family-interpro-v4,-,2.1e-222,748.6,0.7,2.3e-222,748.5,0.7,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_19291_30,-,phage-family-interpro-v4,-,2.1e-222,748.6,0.7,2.3e-222,748.5,0.7,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_19292_29,-,phage-family-interpro-v4,-,2.1e-222,748.6,0.7,2.3e-222,748.5,0.7,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_32065_1,-,phage-family-interpro-v4,-,1.2e-217,732.9,0.0,1.4e-217,732.7,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_60642_5,-,phage-family-interpro-v4,-,8.1e-216,726.8,0.0,9.9e-216,726.5,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_48621_4,-,phage-family-interpro-v4,-,1.2e-214,723.0,0.0,1.3e-214,722.8,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_60343_58,-,phage-family-interpro-v4,-,2.5e-211,712.0,0.0,3e-211,711.7,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_41337_1,-,phage-family-interpro-v4,-,4.2e-202,681.4,0.0,4.9e-202,681.2,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_41241_1,-,phage-family-interpro-v4,-,3.7e-197,665.0,0.0,4.1e-197,664.9,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_48476_45,-,phage-family-interpro-v4,-,5.5e-192,647.9,0.2,6.7e-192,647.6,0.2,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_36630_45,-,phage-family-interpro-v4,-,8.2e-185,624.2,0.3,9.1e-185,624.0,0.3,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_36632_4,-,phage-family-interpro-v4,-,8.2e-185,624.2,0.3,9.1e-185,624.0,0.3,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_36633_6,-,phage-family-interpro-v4,-,8.2e-185,624.2,0.3,9.1e-185,624.0,0.3,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_36647_34,-,phage-family-interpro-v4,-,8.2e-185,624.2,0.3,9.1e-185,624.0,0.3,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_14377_1,-,phage-family-interpro-v4,-,1.2e-181,613.7,0.0,1.5e-181,613.4,0.0,1.1,1,0,0,1,1,1,1,-
TemPhD_cluster_29289_1,-,phage-family-interpro-v4,-,6e-177,598.2,1.0,2.1e-176,596.3,1.0,1.7,1,1,0,1,1,1,1,-
TemPhD_cluster_32021_1,-,phage-family-interpro-v4,-,6e-177,598.2,1.0,2.1e-176,596.3,1.0,1.7,1,1,0,1,1,1,1,-
TemPhD_cluster_35848_1,-,phage-family-interpro-v4,-,6e-177,598.2,1.0,2.1e-176,596.3,1.0,1.7,1,1,0,1,1,1,1,-
TemPhD_cluster_29301_48,-,phage-family-interpro-v4,-,9.7e-174,587.5,0.9,3.5e-173,585.7,0.9,1.7,1,1,0,1,1,1,1,-
TemPhD_cluster_35922_46,-,phage-family-interpro-v4,-,9.7e-174,587.5,0.9,3.5e-173,585.7,0.9,1.7,1,1,0,1,1,1,1,-
TemPhD_cluster_40763_51,-,phage-family-interpro-v4,-,9.7e-174,587.5,0.9,3.5e-173,585.7,0.9,1.7,1,1,0,1,1,1,1,-
TemPhD_cluster_41050_53,-,phage-family-interpro-v4,-,2.7e-173,586.0,0.0,3.4e-173,585.7,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_33188_20,-,phage-family-interpro-v4,-,2.5e-169,572.9,1.7,3.1e-169,572.6,1.7,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_37053_9,-,phage-family-interpro-v4,-,2.5e-169,572.9,1.7,3.1e-169,572.6,1.7,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_42826_31,-,phage-family-interpro-v4,-,2.5e-169,572.9,1.7,3.1e-169,572.6,1.7,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_42842_20,-,phage-family-interpro-v4,-,2.5e-169,572.9,1.7,3.1e-169,572.6,1.7,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_61462_22,-,phage-family-interpro-v4,-,2.5e-169,572.9,1.7,3.1e-169,572.6,1.7,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_48112_2,-,phage-family-interpro-v4,-,2.1e-164,556.6,0.0,2.5e-164,556.3,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_60955_5,-,phage-family-interpro-v4,-,9.6e-159,537.9,4.6,1.1e-158,537.7,4.6,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_59403_24,-,phage-family-interpro-v4,-,4e-157,532.5,0.0,4.7e-157,532.3,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_47695_5,-,phage-family-interpro-v4,-,5e-152,515.6,0.0,6e-152,515.4,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_48727_51,-,phage-family-interpro-v4,-,5e-151,512.3,0.0,5.7e-151,512.2,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_14304_1,-,phage-family-interpro-v4,-,2.5e-150,510.0,0.0,2.8e-150,509.9,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_35913_52,-,phage-family-interpro-v4,-,2.2e-142,483.7,0.0,2.5e-142,483.6,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_31798_55,-,phage-family-interpro-v4,-,1.7e-124,424.5,0.0,5.9e-124,422.7,0.0,1.8,2,1,0,2,2,2,1,-
TemPhD_cluster_48053_7,-,phage-family-interpro-v4,-,1.9e-124,424.3,0.0,4.4e-124,423.2,0.0,1.5,2,0,0,2,2,1,1,-
TemPhD_cluster_35198_62,-,phage-family-interpro-v4,-,2.3e-121,414.2,0.0,4.6e-121,413.2,0.0,1.4,1,1,0,1,1,1,1,-
TemPhD_cluster_40486_60,-,phage-family-interpro-v4,-,2.6e-118,404.0,0.0,5.8e-118,402.9,0.0,1.5,1,1,0,1,1,1,1,-
TemPhD_cluster_48088_7,-,phage-family-interpro-v4,-,4.8e-118,403.2,0.0,1e-117,402.0,0.0,1.5,1,1,0,1,1,1,1,-
TemPhD_cluster_49747_44,-,phage-family-interpro-v4,-,2.4e-105,361.1,0.0,3e-105,360.8,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_49748_14,-,phage-family-interpro-v4,-,2.4e-105,361.1,0.0,3e-105,360.8,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_14304_54,-,phage-family-interpro-v4,-,1.5e-74,259.2,0.2,1.8e-74,258.9,0.2,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_22272_1,-,phage-family-interpro-v4,-,1.4e-60,213.0,0.0,3.5e-60,211.6,0.0,1.5,1,1,0,1,1,1,1,-
TemPhD_cluster_26831_28,-,phage-family-interpro-v4,-,1.8e-60,212.5,0.0,4.8e-60,211.2,0.0,1.5,1,1,0,1,1,1,1,-
TemPhD_cluster_34641_54,-,phage-family-interpro-v4,-,1.8e-60,212.5,0.0,4.8e-60,211.2,0.0,1.5,1,1,0,1,1,1,1,-
TemPhD_cluster_46488_34,-,phage-family-interpro-v4,-,1.8e-60,212.5,0.0,4.8e-60,211.2,0.0,1.5,1,1,0,1,1,1,1,-
TemPhD_cluster_57851_49,-,phage-family-interpro-v4,-,1.8e-60,212.5,0.0,4.8e-60,211.2,0.0,1.5,1,1,0,1,1,1,1,-
TemPhD_cluster_57948_16,-,phage-family-interpro-v4,-,2.2e-59,209.0,0.0,3e-59,208.5,0.0,1.2,1,0,0,1,1,1,1,-
TemPhD_cluster_57958_13,-,phage-family-interpro-v4,-,2.2e-59,209.0,0.0,3e-59,208.5,0.0,1.2,1,0,0,1,1,1,1,-
TemPhD_cluster_49747_46,-,phage-family-interpro-v4,-,1.5e-47,169.8,0.0,1.7e-47,169.7,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_49748_12,-,phage-family-interpro-v4,-,1.5e-47,169.8,0.0,1.7e-47,169.7,0.0,1.0,1,0,0,1,1,1,1,-
TemPhD_cluster_56158_41,-,phage-family-interpro-v4,-,4.5e-46,164.9,3.2,7.7e-36,131.0,0.5,3.0,2,1,0,2,2,2,2,-
TemPhD_cluster_56191_39,-,phage-family-interpro-v4,-,4.2e-45,161.7,3.9,5.2e-35,128.3,0.8,3.0,2,1,0,2,2,2,2,-
TemPhD_cluster_56163_37,-,phage-family-interpro-v4,-,5.6e-45,161.3,3.6,8e-35,127.7,0.7,3.0,2,1,0,2,2,2,2,-
TemPhD_cluster_56282_36,-,phage-family-interpro-v4,-,5.6e-45,161.3,3.6,8e-35,127.7,0.7,3.0,2,1,0,2,2,2,2,-
TemPhD_cluster_56154_27,-,phage-family-interpro-v4,-,1.3e-44,160.1,4.1,9.9e-35,127.4,0.4,3.0,1,1,1,2,2,2,2,-
TemPhD_cluster_39157_39,-,phage-family-interpro-v4,-,1.4e-44,160.0,3.3,2.3e-34,126.2,0.6,3.0,2,1,0,2,2,2,2,-
TemPhD_cluster_39159_39,-,phage-family-interpro-v4,-,1.4e-44,160.0,3.3,2.3e-34,126.2,0.6,3.0,2,1,0,2,2,2,2,-
TemPhD_cluster_39174_37,-,phage-family-interpro-v4,-,1.4e-44,160.0,3.3,2.3e-34,126.2,0.6,3.0,2,1,0,2,2,2,2,-
TemPhD_cluster_56197_32,-,phage-family-interpro-v4,-,1.4e-44,160.0,3.3,2.3e-34,126.2,0.6,3.0,2,1,0,2,2,2,2,-
TemPhD_cluster_56236_34,-,phage-family-interpro-v4,-,1.4e-44,160.0,3.3,2.3e-34,126.2,0.6,3.0,2,1,0,2,2,2,2,-
TemPhD_cluster_56190_37,-,phage-family-interpro-v4,-,1.5e-44,159.9,3.6,2.1e-34,126.3,0.7,3.0,2,1,0,2,2,2,2,-
TemPhD_cluster_15059_39,-,phage-family-interpro-v4,-,1.6e-44,159.8,3.3,2.5e-34,126.0,0.6,3.0,2,1,0,2,2,2,2,-
TemPhD_cluster_26732_39,-,phage-family-interpro-v4,-,1.6e-44,159.8,3.3,2.5e-34,126.0,0.6,3.0,2,1,0,2,2,2,2,-
TemPhD_cluster_34449_29,-,phage-family-interpro-v4,-,1.6e-44,159.8,3.3,2.5e-34,126.0,0.6,3.0,2,1,0,2,2,2,2,-
TemPhD_cluster_34450_29,-,phage-family-interpro-v4,-,1.6e-44,159.8,3.3,2.5e-34,126.0,0.6,3.0,2,1,0,2,2,2,2,-
TemPhD_cluster_39180_29,-,phage-family-interpro-v4,-,1.6e-44,159.8,3.3,2.5e-34,126.0,0.6,3.0,2,1,0,2,2,2,2,-
TemPhD_cluster_39181_29,-,phage-family-interpro-v4,-,1.6e-44,159.8,3.3,2.5e-34,126.0,0.6,3.0,2,1,0,2,2,2,2,-
TemPhD_cluster_45957_38,-,phage-family-interpro-v4,-,1.6e-44,159.8,3.3,2.5e-34,126.0,0.6,3.0,2,1,0,2,2,2,2,-
TemPhD_cluster_56328_39,-,phage-family-interpro-v4,-,1.6e-44,159.8,3.3,2.5e-34,126.0,0.6,3.0,2,1,0,2,2,2,2,-
TemPhD_cluster_56335_39,-,phage-family-interpro-v4,-,1.6e-44,159.8,3.3,2.5e-34,126.0,0.6,3.0,2,1,0,2,2,2,2,-
TemPhD_cluster_56086_41,-,phage-family-interpro-v4,-,1.8e-44,159.6,3.5,2.3e-34,126.2,0.6,3.0,2,1,0,2,2,2,2,-
TemPhD_cluster_56094_41,-,phage-family-interpro-v4,-,1.8e-44,159.6,3.5,2.3e-34,126.2,0.6,3.0,2,1,0,2,2,2,2,-
TemPhD_cluster_26912_34,-,phage-family-interpro-v4,-,4.1e-44,158.4,4.2,7.9e-35,127.7,0.7,3.0,2,1,0,2,2,2,2,-
TemPhD_cluster_56238_38,-,phage-family-interpro-v4,-,4.1e-44,158.4,4.2,7.9e-35,127.7,0.7,3.0,2,1,0,2,2,2,2,-
TemPhD_cluster_56242_33,-,phage-family-interpro-v4,-,4.1e-44,158.4,4.2,7.9e-35,127.7,0.7,3.0,2,1,0,2,2,2,2,-
TemPhD_cluster_56264_32,-,phage-family-interpro-v4,-,4.1e-44,158.4,4.2,7.9e-35,127.7,0.7,3.0,2,1,0,2,2,2,2,-
TemPhD_cluster_59039_11,-,phage-family-interpro-v4,-,4.1e-44,158.4,4.2,7.9e-35,127.7,0.7,3.0,2,1,0,2,2,2,2,-
TemPhD_cluster_56241_42,-,phage-family-interpro-v4,-,9.7e-44,157.2,3.6,1.3e-33,123.7,0.6,3.0,2,1,0,2,2,2,2,-
TemPhD_cluster_45883_38,-,phage-family-interpro-v4,-,7.5e-43,154.2,4.3,1.4e-33,123.6,0.7,3.0,2,1,0,2,2,2,2,-
TemPhD_cluster_45884_35,-,phage-family-interpro-v4,-,7.5e-43,154.2,4.3,1.4e-33,123.6,0.7,3.0,2,1,0,2,2,2,2,-
TemPhD_cluster_56270_42,-,phage-family-interpro-v4,-,4.3e-39,141.8,2.5,7.7e-25,94.6,0.1,3.0,3,0,0,3,3,3,3,-
TemPhD_cluster_56287_24,-,phage-family-interpro-v4,-,4.3e-39,141.8,2.5,7.7e-25,94.6,0.1,3.0,3,0,0,3,3,3,3,-
TemPhD_cluster_56010_45,-,phage-family-interpro-v4,-,4.9e-39,141.6,1.7,2.9e-25,96.0,0.1,3.0,3,0,0,3,3,3,3,-
TemPhD_cluster_56172_29,-,phage-family-interpro-v4,-,5.5e-39,141.5,6.1,5.4e-25,95.1,0.1,3.0,3,0,0,3,3,3,3,-
TemPhD_cluster_56336_54,-,phage-family-interpro-v4,-,4.6e-37,135.1,4.1,9.9e-34,124.1,4.1,3.0,1,1,0,1,1,1,1,-
TemPhD_cluster_55990_53,-,phage-family-interpro-v4,-,5.3e-33,121.7,6.4,2e-26,99.9,0.5,3.0,2,1,0,2,2,2,2,-
TemPhD_cluster_55954_18,-,phage-family-interpro-v4,-,5.5e-33,121.6,6.5,4e-26,98.9,0.6,3.0,2,1,0,2,2,2,2,-
TemPhD_cluster_55859_78,-,phage-family-interpro-v4,-,1.8e-32,119.9,0.0,9.3e-23,87.7,0.0,3.0,3,0,0,3,3,3,3,-
TemPhD_cluster_55918_42,-,phage-family-interpro-v4,-,2.1e-32,119.7,4.9,1.3e-26,100.5,0.7,3.0,2,1,0,2,2,2,2,-
TemPhD_cluster_55930_40,-,phage-family-interpro-v4,-,1.2e-31,117.1,5.2,9.1e-26,97.7,0.6,3.0,2,1,0,2,2,2,2,-
TemPhD_cluster_55401_54,-,phage-family-interpro-v4,-,4.2e-29,108.7,1.3,2.3e-23,89.7,0.0,3.1,2,1,1,3,3,3,2,-
TemPhD_cluster_55486_9,-,phage-family-interpro-v4,-,3.6e-25,95.7,0.2,1.3e-18,74.0,0.0,3.1,3,0,0,3,3,3,3,-
TemPhD_cluster_28864_73,-,phage-family-interpro-v4,-,5.1e-21,82.0,3.5,5.4e-19,75.3,0.1,3.3,1,1,1,2,2,2,1,-
TemPhD_cluster_55486_7,-,phage-family-interpro-v4,-,3.2e-15,62.8,2.9,4.6e-15,62.3,2.9,1.2,1,0,0,1,1,1,1,-
TemPhD_cluster_55401_52,-,phage-family-interpro-v4,-,2e-12,53.5,3.1,2.6e-12,53.2,3.1,1.2,1,0,0,1,1,1,1,-
TemPhD_cluster_55859_86,-,phage-family-interpro-v4,-,1.2e-11,51.0,0.5,3.6e-11,49.4,0.5,1.7,1,1,0,1,1,1,1,-
TemPhD_cluster_56191_48,-,phage-family-interpro-v4,-,1.3e-11,50.9,4.6,8.4e-11,48.2,4.6,1.9,1,1,0,1,1,1,1,-
TemPhD_cluster_56238_47,-,phage-family-interpro-v4,-,1.3e-11,50.9,4.6,8.4e-11,48.2,4.6,1.9,1,1,0,1,1,1,1,-
TemPhD_cluster_56242_24,-,phage-family-interpro-v4,-,1.3e-11,50.9,4.6,8.4e-11,48.2,4.6,1.9,1,1,0,1,1,1,1,-
TemPhD_cluster_56163_46,-,phage-family-interpro-v4,-,2.2e-11,50.1,4.6,1.5e-10,47.4,4.6,1.9,1,1,0,1,1,1,1,-
TemPhD_cluster_15059_46,-,phage-family-interpro-v4,-,2.6e-11,49.9,4.2,2e-10,46.9,4.2,1.9,1,1,0,1,1,1,1,-
TemPhD_cluster_26732_46,-,phage-family-interpro-v4,-,2.6e-11,49.9,4.2,2e-10,46.9,4.2,1.9,1,1,0,1,1,1,1,-
TemPhD_cluster_34449_22,-,phage-family-interpro-v4,-,2.6e-11,49.9,4.2,2e-10,46.9,4.2,1.9,1,1,0,1,1,1,1,-
TemPhD_cluster_34450_22,-,phage-family-interpro-v4,-,2.6e-11,49.9,4.2,2e-10,46.9,4.2,1.9,1,1,0,1,1,1,1,-
TemPhD_cluster_39180_22,-,phage-family-interpro-v4,-,2.6e-11,49.9,4.2,2e-10,46.9,4.2,1.9,1,1,0,1,1,1,1,-
TemPhD_cluster_39181_22,-,phage-family-interpro-v4,-,2.6e-11,49.9,4.2,2e-10,46.9,4.2,1.9,1,1,0,1,1,1,1,-
TemPhD_cluster_45957_45,-,phage-family-interpro-v4,-,2.6e-11,49.9,4.2,2e-10,46.9,4.2,1.9,1,1,0,1,1,1,1,-
TemPhD_cluster_56328_46,-,phage-family-interpro-v4,-,2.6e-11,49.9,4.2,2e-10,46.9,4.2,1.9,1,1,0,1,1,1,1,-
TemPhD_cluster_56335_46,-,phage-family-interpro-v4,-,2.6e-11,49.9,4.2,2e-10,46.9,4.2,1.9,1,1,0,1,1,1,1,-
TemPhD_cluster_45883_47,-,phage-family-interpro-v4,-,2.7e-11,49.8,4.6,1.8e-10,47.1,4.6,1.9,1,1,0,1,1,1,1,-
TemPhD_cluster_45884_26,-,phage-family-interpro-v4,-,2.7e-11,49.8,4.6,1.8e-10,47.1,4.6,1.9,1,1,0,1,1,1,1,-
TemPhD_cluster_56264_25,-,phage-family-interpro-v4,-,2.7e-11,49.8,4.6,1.8e-10,47.1,4.6,1.9,1,1,0,1,1,1,1,-
TemPhD_cluster_56282_41,-,phage-family-interpro-v4,-,3e-11,49.7,4.4,2e-10,46.9,4.4,1.9,1,1,0,1,1,1,1,-
