MGV-GENOME-0346511_38	YP_006908788.1
MGV-GENOME-0346511_38	YP_009032041.1
MGV-GENOME-0346511_38	SAMN10080893_a1_ct138_21
MGV-GENOME-0346511_38	YP_009598291.1
MGV-GENOME-0346511_38	SAMN10408156_a1_ct3306_82
MGV-GENOME-0346511_38	uvig_174851_17
MGV-GENOME-0346511_38	SRR7892449_NODE_1_length_72873_cov_5811.685778_32
MGV-GENOME-0346511_38	AFV29108.1
MGV-GENOME-0346511_38	YP_009008456.1
MGV-GENOME-0346511_38	AHB79473.1
MGV-GENOME-0346511_38	AHB79474.1
MGV-GENOME-0346511_38	YP_009008457.1
MGV-GENOME-0302819_9	MGV-GENOME-0302819_9
MGV-GENOME-0302819_9	uvig_57094_19
MGV-GENOME-0302819_9	IMGVR_UViG_3300045988_032505|3300045988|Ga0495776_138002_19
MGV-GENOME-0302819_9	SRR7892470_NODE_3_length_47496_cov_1187.939124_1
MGV-GENOME-0302819_9	IMGVR_UViG_3300045988_032526|3300045988|Ga0495776_137933_19
MGV-GENOME-0302819_9	MGV-GENOME-0295440_17
MGV-GENOME-0302819_9	IMGVR_UViG_3300045988_057763|3300045988|Ga0495776_137997_35
MGV-GENOME-0302819_9	MGV-GENOME-0295581_30
MGV-GENOME-0302819_9	SAMN10080883_a1_ct24422_vs1_2
MGV-GENOME-0302819_9	MGV-GENOME-0295590_17
MGV-GENOME-0302819_9	uvig_71310_1
MGV-GENOME-0302819_9	IMGVR_UViG_3300045988_043643|3300045988|Ga0495776_005905_13
MGV-GENOME-0302819_9	MGV-GENOME-0270949_1
MGV-GENOME-0302819_9	uvig_297046_23
MGV-GENOME-0302819_9	uvig_239016_2
MGV-GENOME-0302819_9	MGV-GENOME-0258471_2
YP_009791807.1	YP_009791807.1
YP_009791807.1	YP_009791864.1
YP_009791553.1	YP_009791553.1
YP_009791553.1	YP_009276314.1
YP_009791553.1	YP_009275473.1
YP_009808007.1	YP_009808007.1
YP_009808007.1	Station36_DCM_ALL_assembly_NODE_1390_length_10710_cov_13.502956_4
YP_010105077.1	YP_010105077.1
MGV-GENOME-0348616_20	MGV-GENOME-0348616_20
MGV-GENOME-0348616_20	MGV-GENOME-0349195_34
MGV-GENOME-0348616_20	MGV-GENOME-0348265_62
MGV-GENOME-0348616_20	MGV-GENOME-0348663_40
MGV-GENOME-0348616_20	MGV-GENOME-0349583_64
MGV-GENOME-0348616_20	YP_010114843.1
MGV-GENOME-0348616_20	YP_010563476.1
MGV-GENOME-0348616_20	uvig_126618_5
MGV-GENOME-0348616_20	uvig_298786_39
MGV-GENOME-0348616_20	uvig_290745_67
MGV-GENOME-0348616_20	uvig_141147_47
MGV-GENOME-0348616_20	uvig_337060_23
MGV-GENOME-0348616_20	MGV-GENOME-0349022_34
MGV-GENOME-0348616_20	uvig_279621_45
MGV-GENOME-0348616_20	MGV-GENOME-0348822_60
MGV-GENOME-0348616_20	uvig_125458_34
MGV-GENOME-0348616_20	uvig_216619_49
MGV-GENOME-0348616_20	uvig_575184_43
MGV-GENOME-0348616_20	MGV-GENOME-0349225_68
MGV-GENOME-0348616_20	SAMEA2737787_a1_ct22526_37
MGV-GENOME-0348616_20	SAMN00791913_a1_ct1999_21
MGV-GENOME-0348616_20	SAMEA2737674_a1_ct1064_59
MGV-GENOME-0348616_20	MGV-GENOME-0348288_53
MGV-GENOME-0348616_20	SAMN11031293_a1_ct3915_29
MGV-GENOME-0348616_20	Ma_2019_SRR413568_NODE_106_length_76332_cov_85.365471_24
MGV-GENOME-0348616_20	IMGVR_UViG_3300029211_000010|3300029211|Ga0168693_100142_51
MGV-GENOME-0348616_20	IMGVR_UViG_3300045988_112122|3300045988|Ga0495776_011205_66
MGV-GENOME-0348616_20	uvig_323011_66
MGV-GENOME-0348616_20	SAMN00993239_a1_ct10242_vs1_10
MGV-GENOME-0348616_20	SAMN00993239_a1_ct10242_vs1_12
MGV-GENOME-0348616_20	uvig_323011_64
MGV-GENOME-0348616_20	uvig_325435_8
YP_009191807.1	YP_009191807.1
YP_009800648.1	YP_009800648.1
YP_009173795.1	YP_009173795.1
YP_009822245.1	YP_009822245.1
YP_009837795.1	YP_009837795.1
YP_009889616.1	YP_009889616.1
TemPhD_cluster_41337_1	TemPhD_cluster_41337_1
TemPhD_cluster_41337_1	IMGVR_UViG_2643221644_000001|2643221644|2643243271|215-44581_55
SRS150032_a1_ct10191_vs1_25	SRS150032_a1_ct10191_vs1_25
Station37_MES_COMBINED_FINAL_NODE_1046_length_34608_cov_43.407693_35	Station37_MES_COMBINED_FINAL_NODE_1046_length_34608_cov_43.407693_35
Station37_MES_COMBINED_FINAL_NODE_1046_length_34608_cov_43.407693_35	Station34_DCM_ALL_assembly_NODE_492_length_29095_cov_16.768320_35
Station37_MES_COMBINED_FINAL_NODE_1046_length_34608_cov_43.407693_35	Station72_DCM_ALL_assembly_NODE_320_length_34852_cov_23.741012_39
Station37_MES_COMBINED_FINAL_NODE_1046_length_34608_cov_43.407693_35	Station100_DCM_ALL_assembly_NODE_346_length_36955_cov_6.939024_19
Station37_MES_COMBINED_FINAL_NODE_1046_length_34608_cov_43.407693_35	Station168_IZZ_ALL_assembly_NODE_2539_length_33516_cov_18.624548_37
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station18_SUR_ALL_assembly_NODE_1519_length_16883_cov_9.884657_4
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station23_DCM_ALL_assembly_NODE_1647_length_13499_cov_109.076317_16
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station25_SUR_ALL_assembly_NODE_1688_length_15428_cov_73.695505_2
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station111_MES_COMBINED_FINAL_NODE_4590_length_12797_cov_3.615994_16
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station111_SUR_ALL_assembly_NODE_811_length_18336_cov_172.342596_7
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station65_SUR_ALL_assembly_NODE_1386_length_17884_cov_57.503057_8
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station125_SUR_ALL_assembly_NODE_1288_length_15728_cov_17.432336_19
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station42_SUR_ALL_assembly_NODE_1036_length_16825_cov_4.718843_3
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station48_SUR_ALL_assembly_NODE_885_length_14236_cov_11.308229_1
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station52_SUR_ALL_assembly_NODE_939_length_15664_cov_30.737139_20
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station62_SUR_ALL_assembly_NODE_1235_length_15636_cov_44.705539_20
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station64_DCM_ALL_assembly_NODE_1016_length_14913_cov_13.019585_2
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station64_SUR_ALL_assembly_NODE_1450_length_16988_cov_15.407843_5
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station65_DCM_ALL_assembly_NODE_2355_length_12309_cov_47.531582_2
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station72_SUR_ALL_assembly_NODE_1738_length_11428_cov_3.008969_13
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station72_MES_ALL_assembly_NODE_891_length_24977_cov_5.248776_30
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station32_SUR_ALL_assembly_NODE_1226_length_15633_cov_5.374888_2
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station38_SUR_ALL_assembly_NODE_1136_length_11782_cov_21.186663_2
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station39_DCM_ALL_assembly_NODE_429_length_16747_cov_34.882938_20
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station39_SUR_ALL_assembly_NODE_535_length_15957_cov_53.773613_17
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station31_SUR_ALL_assembly_NODE_2304_length_16588_cov_8.900260_8
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station102_DCM_ALL_assembly_NODE_334_length_37504_cov_18.875164_22
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station123_SUR_ALL_assembly_NODE_1350_length_15658_cov_34.071909_19
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station102_DCM_ALL_assembly_NODE_343_length_37052_cov_14.696624_49
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station124_SUR_ALL_assembly_NODE_1345_length_15429_cov_30.467478_19
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station122_SUR_ALL_assembly_NODE_570_length_25211_cov_4.534147_31
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station100_SUR_ALL_assembly_NODE_995_length_14959_cov_173.322061_20
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station100_SUR_SMARTER_KIT_NODE_453_length_15561_cov_80.257836_2
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station109_DCM_ALL_assembly_NODE_1511_length_11505_cov_117.023581_13
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station37_MES_COMBINED_FINAL_NODE_2681_length_16285_cov_5.769686_21
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station18_DCM_ALL_assembly_NODE_1271_length_13146_cov_4.951188_1
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station82_DCM_COMBINED_FINAL_NODE_3204_length_13592_cov_9.771737_17
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station82_SUR_COMBINED_FINAL_NODE_2892_length_14100_cov_9.712140_2
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station67_SUR_ALL_assembly_NODE_1633_length_16505_cov_5.101155_16
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station155_MES_ALL_assembly_NODE_5301_length_18926_cov_8.576175_24
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station155_DCM_ALL_assembly_NODE_7931_length_11201_cov_5.649830_13
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station102_DCM_ALL_assembly_NODE_1856_length_13631_cov_8.360342_15
Station11_SUR_ALL_assembly_NODE_443_length_11740_cov_14.306461_14	Station36_DCM_ALL_assembly_NODE_922_length_13677_cov_2.944795_20
Station37_MES_COMBINED_FINAL_NODE_1562_length_25184_cov_5.536790_28	Station37_MES_COMBINED_FINAL_NODE_1562_length_25184_cov_5.536790_28
Station37_MES_COMBINED_FINAL_NODE_1562_length_25184_cov_5.536790_28	Station111_MES_DO_NOT_POOL_NODE_5179_length_11489_cov_3.688386_9
Station37_MES_COMBINED_FINAL_NODE_1562_length_25184_cov_5.536790_28	Station39_MES_ALL_assembly_NODE_1225_length_13246_cov_8.692593_7
Station37_MES_COMBINED_FINAL_NODE_1562_length_25184_cov_5.536790_28	Station39_MES_COMBINED_FINAL_NODE_5309_length_10966_cov_51.797544_4
Station37_MES_COMBINED_FINAL_NODE_1562_length_25184_cov_5.536790_28	Station138_MES_COMBINED_FINAL_NODE_5462_length_14511_cov_9.243774_7
Station175_SUR_ALL_assembly_NODE_1686_length_42184_cov_3.426595_12	Station175_SUR_ALL_assembly_NODE_1686_length_42184_cov_3.426595_12
Station39_SUR_ALL_assembly_NODE_749_length_13258_cov_5.555859_5	Station39_SUR_ALL_assembly_NODE_749_length_13258_cov_5.555859_5
Station168_IZZ_ALL_assembly_NODE_6709_length_16682_cov_3.951825_23	Station168_IZZ_ALL_assembly_NODE_6709_length_16682_cov_3.951825_23
Station155_DCM_ALL_assembly_NODE_1225_length_43316_cov_22.460253_23	Station155_DCM_ALL_assembly_NODE_1225_length_43316_cov_22.460253_23
Station68_DCM_ALL_assembly_NODE_147_length_39431_cov_11.643793_20	Station68_DCM_ALL_assembly_NODE_147_length_39431_cov_11.643793_20
Station194_SUR_ALL_assembly_NODE_2567_length_16532_cov_3.566001_12	Station194_SUR_ALL_assembly_NODE_2567_length_16532_cov_3.566001_12
Station125_MXL_ALL_assembly_NODE_737_length_31950_cov_24.790876_26	Station125_MXL_ALL_assembly_NODE_737_length_31950_cov_24.790876_26
Station111_SUR_ALL_assembly_NODE_216_length_36472_cov_19.198149_16	Station111_SUR_ALL_assembly_NODE_216_length_36472_cov_19.198149_16
Station111_SUR_ALL_assembly_NODE_216_length_36472_cov_19.198149_16	Station125_MXL_ALL_assembly_NODE_2343_length_12623_cov_13.747374_7
Station124_SUR_ALL_assembly_NODE_268_length_39514_cov_5.854913_16	Station124_SUR_ALL_assembly_NODE_268_length_39514_cov_5.854913_16
Station180_ZZZ_ALL_assembly_NODE_2913_length_22540_cov_5.190171_19	Station180_ZZZ_ALL_assembly_NODE_2913_length_22540_cov_5.190171_19
Station38_MES_ALL_assembly_NODE_698_length_15072_cov_8.533329_15	Station38_MES_ALL_assembly_NODE_698_length_15072_cov_8.533329_15
Station18_SUR_ALL_assembly_NODE_2396_length_10713_cov_11.266467_13	Station18_SUR_ALL_assembly_NODE_2396_length_10713_cov_11.266467_13
Station18_SUR_ALL_assembly_NODE_2396_length_10713_cov_11.266467_13	Station39_SUR_ALL_assembly_NODE_997_length_11339_cov_5.867157_5
Station18_SUR_ALL_assembly_NODE_2396_length_10713_cov_11.266467_13	Station76_DCM_ALL_assembly_NODE_2918_length_11518_cov_8.386722_17
Station41_DCM_ALL_assembly_NODE_1585_length_11026_cov_6.752985_6	Station41_DCM_ALL_assembly_NODE_1585_length_11026_cov_6.752985_6
Station201_MES_ALL_assembly_NODE_1646_length_28092_cov_3.732782_26	Station201_MES_ALL_assembly_NODE_1646_length_28092_cov_3.732782_26
Station38_SUR_ALL_assembly_NODE_1158_length_11651_cov_61.309590_3	Station38_SUR_ALL_assembly_NODE_1158_length_11651_cov_61.309590_3
Station76_SUR_ALL_assembly_NODE_1835_length_14469_cov_21.533162_10	Station76_SUR_ALL_assembly_NODE_1835_length_14469_cov_21.533162_10
Station52_SUR_ALL_assembly_NODE_1863_length_10355_cov_60.674854_16	Station52_SUR_ALL_assembly_NODE_1863_length_10355_cov_60.674854_16
Station138_SUR_ALL_assembly_NODE_1233_length_11079_cov_9.627903_5	Station138_SUR_ALL_assembly_NODE_1233_length_11079_cov_9.627903_5
Station138_SUR_ALL_assembly_NODE_1233_length_11079_cov_9.627903_5	Station109_DCM_ALL_assembly_NODE_1131_length_14069_cov_40.389111_17
Station138_SUR_ALL_assembly_NODE_1233_length_11079_cov_9.627903_5	Station111_SUR_ALL_assembly_NODE_625_length_22169_cov_19.001085_19
Station138_SUR_ALL_assembly_NODE_1233_length_11079_cov_9.627903_5	Station111_DCM_ALL_assembly_NODE_2175_length_12358_cov_33.809477_12
Station188_DCM_ALL_assembly_NODE_1289_length_36142_cov_22.004683_45	Station188_DCM_ALL_assembly_NODE_1289_length_36142_cov_22.004683_45
Station188_DCM_ALL_assembly_NODE_1289_length_36142_cov_22.004683_45	Station188_SUR_ALL_assembly_NODE_1636_length_33601_cov_14.161331_46
Station72_DCM_ALL_assembly_NODE_1723_length_12730_cov_12.166627_13	Station72_DCM_ALL_assembly_NODE_1723_length_12730_cov_12.166627_13
Station22_SUR_ALL_assembly_NODE_1021_length_21740_cov_5.582938_23	Station22_SUR_ALL_assembly_NODE_1021_length_21740_cov_5.582938_23
Station191_SUR_ALL_assembly_NODE_2166_length_16429_cov_5.943080_17	Station191_SUR_ALL_assembly_NODE_2166_length_16429_cov_5.943080_17
Station125_MXL_ALL_assembly_NODE_3011_length_10117_cov_2.883920_5	Station125_MXL_ALL_assembly_NODE_3011_length_10117_cov_2.883920_5
Station111_DCM_ALL_assembly_NODE_395_length_39486_cov_198.084451_30	Station111_DCM_ALL_assembly_NODE_395_length_39486_cov_198.084451_30
Station155_DCM_ALL_assembly_NODE_2439_length_28517_cov_31.456257_22	Station155_DCM_ALL_assembly_NODE_2439_length_28517_cov_31.456257_22
Station82_SUR_COMBINED_FINAL_NODE_2957_length_13879_cov_12.838252_5	Station82_SUR_COMBINED_FINAL_NODE_2957_length_13879_cov_12.838252_5
SRS011255_a1_ct21692_5	SRS011255_a1_ct21692_5
Station193_SUR_ALL_assembly_NODE_5856_length_10170_cov_3.172022_8	Station193_SUR_ALL_assembly_NODE_5856_length_10170_cov_3.172022_8
Station58_DCM_ALL_assembly_NODE_818_length_18499_cov_5.882292_21	Station58_DCM_ALL_assembly_NODE_818_length_18499_cov_5.882292_21
Station194_SUR_ALL_assembly_NODE_3732_length_12898_cov_14.896364_11	Station194_SUR_ALL_assembly_NODE_3732_length_12898_cov_14.896364_11
Station100_SUR_ALL_assembly_NODE_1011_length_14737_cov_13.103937_14	Station100_SUR_ALL_assembly_NODE_1011_length_14737_cov_13.103937_14
Station68_MES_COMBINED_FINAL_NODE_915_length_40898_cov_7.483094_32	Station68_MES_COMBINED_FINAL_NODE_915_length_40898_cov_7.483094_32
Station206_SUR_ALL_assembly_NODE_1991_length_25486_cov_14.269081_13	Station206_SUR_ALL_assembly_NODE_1991_length_25486_cov_14.269081_13
Station65_DCM_ALL_assembly_NODE_2989_length_10457_cov_4.585753_5	Station65_DCM_ALL_assembly_NODE_2989_length_10457_cov_4.585753_5
Station155_MES_ALL_assembly_NODE_8207_length_13664_cov_2.357043_18	Station155_MES_ALL_assembly_NODE_8207_length_13664_cov_2.357043_18
Station123_MXL_ALL_assembly_NODE_508_length_35947_cov_12.700630_27	Station123_MXL_ALL_assembly_NODE_508_length_35947_cov_12.700630_27
Station102_SUR_ALL_assembly_NODE_438_length_31412_cov_51.807348_22	Station102_SUR_ALL_assembly_NODE_438_length_31412_cov_51.807348_22
Station102_SUR_ALL_assembly_NODE_438_length_31412_cov_51.807348_22	Station111_DCM_ALL_assembly_NODE_451_length_36912_cov_5.331090_34
Station102_SUR_ALL_assembly_NODE_438_length_31412_cov_51.807348_22	Station48_SUR_ALL_assembly_NODE_107_length_36880_cov_74.797040_1
Station102_SUR_ALL_assembly_NODE_438_length_31412_cov_51.807348_22	Station48_SUR_ALL_assembly_NODE_107_length_36880_cov_74.797040_45
Station100_MES_ALL_assembly_NODE_277_length_34006_cov_3.008895_9	Station100_MES_ALL_assembly_NODE_277_length_34006_cov_3.008895_9
Station125_SUR_ALL_assembly_NODE_992_length_19300_cov_275.379527_18	Station125_SUR_ALL_assembly_NODE_992_length_19300_cov_275.379527_18
Station23_DCM_ALL_assembly_NODE_462_length_25840_cov_11.362226_16	Station23_DCM_ALL_assembly_NODE_462_length_25840_cov_11.362226_16
Station23_DCM_ALL_assembly_NODE_462_length_25840_cov_11.362226_16	Station25_DCM_ALL_assembly_NODE_404_length_40478_cov_48.079658_9
Station122_MES_COMBINED_FINAL_NODE_3370_length_14618_cov_7.093456_3	Station122_MES_COMBINED_FINAL_NODE_3370_length_14618_cov_7.093456_3
Station122_MES_COMBINED_FINAL_NODE_3370_length_14618_cov_7.093456_3	Station39_MES_COMBINED_FINAL_NODE_1016_length_35579_cov_10.382023_37
Station48_SUR_ALL_assembly_NODE_150_length_33260_cov_10.657913_19	Station48_SUR_ALL_assembly_NODE_150_length_33260_cov_10.657913_19
Station125_SUR_ALL_assembly_NODE_1366_length_14993_cov_57.060048_5	Station125_SUR_ALL_assembly_NODE_1366_length_14993_cov_57.060048_5
Station102_DCM_ALL_assembly_NODE_236_length_45285_cov_11.322330_49	Station102_DCM_ALL_assembly_NODE_236_length_45285_cov_11.322330_49
Station102_DCM_ALL_assembly_NODE_236_length_45285_cov_11.322330_49	Station25_DCM_ALL_assembly_NODE_1557_length_16321_cov_9.334747_24
Station100_MES_ALL_assembly_NODE_1214_length_13512_cov_12.844170_17	Station100_MES_ALL_assembly_NODE_1214_length_13512_cov_12.844170_17
Station84_SUR_COMBINED_FINAL_NODE_1283_length_31473_cov_91.854192_28	Station84_SUR_COMBINED_FINAL_NODE_1283_length_31473_cov_91.854192_28
Station84_SUR_COMBINED_FINAL_NODE_1283_length_31473_cov_91.854192_28	Station158_DCM_ALL_assembly_NODE_8786_length_10485_cov_28.599521_1
Station84_SUR_COMBINED_FINAL_NODE_1283_length_31473_cov_91.854192_28	Station158_SUR_ALL_assembly_NODE_3091_length_27301_cov_18.441312_20
Station85_DCM_COMBINED_FINAL_NODE_656_length_38249_cov_143.527596_15	Station85_DCM_COMBINED_FINAL_NODE_656_length_38249_cov_143.527596_15
Station85_DCM_COMBINED_FINAL_NODE_656_length_38249_cov_143.527596_15	Station84_SUR_COMBINED_FINAL_NODE_994_length_38475_cov_12.521187_16
Station124_MXL_ALL_assembly_NODE_566_length_31844_cov_4.041335_29	Station124_MXL_ALL_assembly_NODE_566_length_31844_cov_4.041335_29
Station158_DCM_ALL_assembly_NODE_1907_length_34400_cov_4.712505_4	Station158_DCM_ALL_assembly_NODE_1907_length_34400_cov_4.712505_4
Station18_DCM_ALL_assembly_NODE_181_length_41098_cov_6.608313_24	Station18_DCM_ALL_assembly_NODE_181_length_41098_cov_6.608313_24
Station23_DCM_ALL_assembly_NODE_828_length_19421_cov_8.428586_11	Station23_DCM_ALL_assembly_NODE_828_length_19421_cov_8.428586_11
Station193_SUR_ALL_assembly_NODE_4627_length_11932_cov_103.178496_3	Station193_SUR_ALL_assembly_NODE_4627_length_11932_cov_103.178496_3
Station70_SUR_ALL_assembly_NODE_2494_length_11831_cov_2.750255_3	Station70_SUR_ALL_assembly_NODE_2494_length_11831_cov_2.750255_3
Station175_SUR_ALL_assembly_NODE_781_length_67113_cov_5.556175_3	Station175_SUR_ALL_assembly_NODE_781_length_67113_cov_5.556175_3
Station125_SUR_ALL_assembly_NODE_101_length_66452_cov_4.788319_25	Station125_SUR_ALL_assembly_NODE_101_length_66452_cov_4.788319_25
Station85_MES_COMBINED_FINAL_NODE_5422_length_11293_cov_6.799964_14	Station85_MES_COMBINED_FINAL_NODE_5422_length_11293_cov_6.799964_14
Station158_MES_ALL_assembly_NODE_4642_length_17967_cov_6.174241_20	Station158_MES_ALL_assembly_NODE_4642_length_17967_cov_6.174241_20
Station64_MES_COMBINED_FINAL_NODE_2536_length_21096_cov_5.274844_19	Station64_MES_COMBINED_FINAL_NODE_2536_length_21096_cov_5.274844_19
Station194_SUR_ALL_assembly_NODE_2192_length_18397_cov_3.308854_5	Station194_SUR_ALL_assembly_NODE_2192_length_18397_cov_3.308854_5
Station194_SUR_ALL_assembly_NODE_2192_length_18397_cov_3.308854_5	Station189_DCM_ALL_assembly_NODE_6209_length_11442_cov_2.226838_1
Station85_MES_COMBINED_FINAL_NODE_682_length_39917_cov_4.352591_25	Station85_MES_COMBINED_FINAL_NODE_682_length_39917_cov_4.352591_25
Station189_MES_ALL_assembly_NODE_637_length_53362_cov_8.863489_23	Station189_MES_ALL_assembly_NODE_637_length_53362_cov_8.863489_23
7151.1.61919.ACAAA_Malaspina_NODE_322_length_29556_cov_10.403677_31	7151.1.61919.ACAAA_Malaspina_NODE_322_length_29556_cov_10.403677_31
7151.1.61919.ACAAA_Malaspina_NODE_322_length_29556_cov_10.403677_31	Station138_MES_COMBINED_FINAL_NODE_5025_length_15557_cov_8.678300_1
Station206_MES_ALL_assembly_NODE_2034_length_34526_cov_11.598532_9	Station206_MES_ALL_assembly_NODE_2034_length_34526_cov_11.598532_9
Station78_DCM_ALL_assembly_NODE_945_length_22604_cov_20.770943_11	Station78_DCM_ALL_assembly_NODE_945_length_22604_cov_20.770943_11
Station78_MES_COMBINED_FINAL_NODE_2237_length_23401_cov_11.199477_1	Station78_MES_COMBINED_FINAL_NODE_2237_length_23401_cov_11.199477_1
Station210_SUR_ALL_assembly_NODE_8211_length_14878_cov_4.724415_22	Station210_SUR_ALL_assembly_NODE_8211_length_14878_cov_4.724415_22
Station18_DCM_ALL_assembly_NODE_181_length_41098_cov_6.608313_22	Station18_DCM_ALL_assembly_NODE_181_length_41098_cov_6.608313_22
Station18_DCM_ALL_assembly_NODE_181_length_41098_cov_6.608313_22	Station122_DCM_ALL_assembly_NODE_304_length_41977_cov_4.085516_48
Station155_DCM_ALL_assembly_NODE_3864_length_20192_cov_2.963897_6	Station155_DCM_ALL_assembly_NODE_3864_length_20192_cov_2.963897_6
Station111_MES_DO_NOT_POOL_NODE_982_length_37034_cov_4.166960_11	Station111_MES_DO_NOT_POOL_NODE_982_length_37034_cov_4.166960_11
Monaco_MBA4010_NODE_317_length_16723_cov_7.781497_3	Monaco_MBA4010_NODE_317_length_16723_cov_7.781497_3
Zuo_2019_SRR8240680_NODE_64_length_20296_cov_557.836421_29	Zuo_2019_SRR8240680_NODE_64_length_20296_cov_557.836421_29
Zuo_2019_SRR8240680_NODE_64_length_20296_cov_557.836421_29	SAMN10408066_a1_ct13635_vs1_3
