#                                                                    --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name         accession  query name               accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
# ------------------- ----------     -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
MGV-GENOME-0269384_9  -          phage-family-interpro-v4 -           8.4e-254  854.1   0.0    1e-253  853.8   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0270012_14 -          phage-family-interpro-v4 -           1.5e-253  853.3   0.0  1.8e-253  853.0   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0264587_10 -          phage-family-interpro-v4 -           1.9e-253  853.0   0.0  2.3e-253  852.7   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0218412_27 -          phage-family-interpro-v4 -           3.7e-249  838.8   0.1  4.1e-249  838.6   0.1   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0294219_20 -          phage-family-interpro-v4 -           3.7e-249  838.8   0.1  4.1e-249  838.6   0.1   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0287854_29 -          phage-family-interpro-v4 -           2.9e-246  829.2   0.0  3.3e-246  829.0   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0233269_36 -          phage-family-interpro-v4 -           7.7e-241  811.2   0.1  9.2e-241  811.0   0.1   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0233270_36 -          phage-family-interpro-v4 -           7.7e-241  811.2   0.1  9.2e-241  811.0   0.1   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0283730_2  -          phage-family-interpro-v4 -           7.7e-241  811.2   0.1  9.2e-241  811.0   0.1   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0279303_2  -          phage-family-interpro-v4 -           1.8e-240  810.0   0.1    2e-240  809.9   0.1   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0290208_30 -          phage-family-interpro-v4 -           6.2e-239  804.9   0.0    7e-239  804.8   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0312168_8  -          phage-family-interpro-v4 -           1.9e-238  803.3   0.5  2.3e-238  803.1   0.5   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0287507_46 -          phage-family-interpro-v4 -           2.5e-238  802.9   0.1    3e-238  802.7   0.1   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0292584_35 -          phage-family-interpro-v4 -           4.5e-238  802.1   0.1  5.1e-238  801.9   0.1   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0291317_10 -          phage-family-interpro-v4 -             9e-238  801.1   0.1    1e-237  800.9   0.1   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0286699_33 -          phage-family-interpro-v4 -           1.1e-237  800.8   0.0  1.3e-237  800.6   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0286724_6  -          phage-family-interpro-v4 -           2.7e-237  799.5   0.0  3.1e-237  799.3   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0286050_26 -          phage-family-interpro-v4 -           1.7e-236  796.8   0.1  1.9e-236  796.7   0.1   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0286693_12 -          phage-family-interpro-v4 -           3.4e-236  795.9   0.0  3.8e-236  795.7   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0286695_17 -          phage-family-interpro-v4 -           3.4e-236  795.9   0.0  3.8e-236  795.7   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0291506_31 -          phage-family-interpro-v4 -           8.4e-236  794.6   0.1  9.4e-236  794.4   0.1   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0286366_27 -          phage-family-interpro-v4 -           1.2e-235  794.1   0.1  1.3e-235  793.9   0.1   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0292351_17 -          phage-family-interpro-v4 -           1.3e-235  794.0   0.1  1.4e-235  793.8   0.1   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0284561_1  -          phage-family-interpro-v4 -           6.3e-235  791.7   0.0  7.7e-235  791.4   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0278230_1  -          phage-family-interpro-v4 -           1.3e-234  790.6   0.0  1.6e-234  790.4   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-4420218_3  -          phage-family-interpro-v4 -           1.3e-234  790.6   0.0  1.6e-234  790.4   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0266883_35 -          phage-family-interpro-v4 -           1.7e-234  790.2   0.2  1.9e-234  790.1   0.2   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0278038_25 -          phage-family-interpro-v4 -           2.2e-234  789.9   0.0  2.7e-234  789.6   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0278245_3  -          phage-family-interpro-v4 -           2.2e-234  789.9   0.0  2.7e-234  789.6   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0288879_5  -          phage-family-interpro-v4 -           2.3e-234  789.8   0.0  2.8e-234  789.5   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0289062_43 -          phage-family-interpro-v4 -           2.3e-234  789.8   0.0  2.8e-234  789.5   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0277192_5  -          phage-family-interpro-v4 -           2.8e-234  789.5   0.0  3.4e-234  789.2   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0213064_29 -          phage-family-interpro-v4 -           3.2e-234  789.3   0.0  3.9e-234  789.0   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0220034_29 -          phage-family-interpro-v4 -           3.2e-234  789.3   0.0  3.9e-234  789.0   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0270932_2  -          phage-family-interpro-v4 -           3.2e-234  789.3   0.0  3.9e-234  789.0   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0214023_3  -          phage-family-interpro-v4 -           3.7e-234  789.1   0.0  4.5e-234  788.8   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0226687_5  -          phage-family-interpro-v4 -           3.7e-234  789.1   0.0  4.5e-234  788.8   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0266566_46 -          phage-family-interpro-v4 -           4.5e-234  788.8   0.0  5.4e-234  788.6   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0283544_46 -          phage-family-interpro-v4 -           4.5e-234  788.8   0.0  5.4e-234  788.6   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0285572_31 -          phage-family-interpro-v4 -           4.5e-234  788.8   0.0  5.4e-234  788.6   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0285952_1  -          phage-family-interpro-v4 -           4.5e-234  788.8   0.0  5.4e-234  788.6   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0285985_10 -          phage-family-interpro-v4 -           5.1e-234  788.7   0.0  6.2e-234  788.4   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-4420143_10 -          phage-family-interpro-v4 -           5.1e-234  788.7   0.0  6.2e-234  788.4   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0285815_40 -          phage-family-interpro-v4 -           5.8e-234  788.5   0.0  7.1e-234  788.2   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0212100_14 -          phage-family-interpro-v4 -           8.7e-234  787.9   0.0  1.1e-233  787.6   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0164777_10 -          phage-family-interpro-v4 -           9.8e-234  787.7   0.0  1.2e-233  787.4   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0212651_3  -          phage-family-interpro-v4 -           9.8e-234  787.7   0.0  1.2e-233  787.4   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0274238_36 -          phage-family-interpro-v4 -           9.8e-234  787.7   0.0  1.2e-233  787.4   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0272616_45 -          phage-family-interpro-v4 -             1e-233  787.6   0.0  1.3e-233  787.4   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0278708_45 -          phage-family-interpro-v4 -             1e-233  787.6   0.0  1.3e-233  787.4   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0286452_44 -          phage-family-interpro-v4 -           1.1e-233  787.5   0.0  1.4e-233  787.2   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0286532_44 -          phage-family-interpro-v4 -           1.1e-233  787.5   0.0  1.4e-233  787.2   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0282183_45 -          phage-family-interpro-v4 -           1.2e-233  787.5   0.0  1.3e-233  787.3   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0284812_19 -          phage-family-interpro-v4 -           1.3e-233  787.3   0.0  1.6e-233  787.0   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0216602_6  -          phage-family-interpro-v4 -           1.3e-233  787.3   0.0  1.6e-233  787.0   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0237417_27 -          phage-family-interpro-v4 -           1.3e-233  787.3   0.0  1.6e-233  787.0   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0286199_47 -          phage-family-interpro-v4 -           1.4e-233  787.3   0.0  1.6e-233  787.0   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0275859_40 -          phage-family-interpro-v4 -           1.4e-233  787.2   0.0  1.7e-233  786.9   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0277389_2  -          phage-family-interpro-v4 -           1.5e-233  787.1   0.0  1.8e-233  786.8   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0279793_43 -          phage-family-interpro-v4 -           1.5e-233  787.1   0.0  1.9e-233  786.8   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0280488_33 -          phage-family-interpro-v4 -           1.6e-233  787.1   0.0  1.9e-233  786.8   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0289276_14 -          phage-family-interpro-v4 -           2.4e-233  786.5   0.0  2.9e-233  786.2   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0289650_22 -          phage-family-interpro-v4 -           2.4e-233  786.5   0.0  2.9e-233  786.2   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0279739_42 -          phage-family-interpro-v4 -           3.1e-233  786.1   0.0  3.7e-233  785.8   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0181168_6  -          phage-family-interpro-v4 -           3.1e-233  786.0   0.0  3.8e-233  785.8   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0289602_18 -          phage-family-interpro-v4 -           3.4e-233  785.9   0.0  4.2e-233  785.6   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0281109_37 -          phage-family-interpro-v4 -           3.6e-233  785.9   0.0  4.3e-233  785.6   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0269685_40 -          phage-family-interpro-v4 -           3.8e-233  785.8   0.0  4.6e-233  785.5   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0285165_6  -          phage-family-interpro-v4 -           3.8e-233  785.8   0.0  4.6e-233  785.5   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0285457_35 -          phage-family-interpro-v4 -           3.8e-233  785.8   0.0  4.6e-233  785.5   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0280634_5  -          phage-family-interpro-v4 -           3.9e-233  785.7   0.0  4.8e-233  785.4   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0281640_43 -          phage-family-interpro-v4 -           3.9e-233  785.7   0.0  4.8e-233  785.4   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0227245_5  -          phage-family-interpro-v4 -           4.3e-233  785.6   0.0  5.2e-233  785.3   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-4420286_46 -          phage-family-interpro-v4 -           4.4e-233  785.6   0.0  5.4e-233  785.3   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0284046_18 -          phage-family-interpro-v4 -           4.5e-233  785.5   0.0  5.4e-233  785.3   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0178977_1  -          phage-family-interpro-v4 -           4.6e-233  785.5   0.0  5.6e-233  785.2   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0281169_31 -          phage-family-interpro-v4 -           4.6e-233  785.5   0.0  5.6e-233  785.2   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0274170_4  -          phage-family-interpro-v4 -           5.4e-233  785.3   0.0  6.5e-233  785.0   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0267196_43 -          phage-family-interpro-v4 -           5.4e-233  785.3   0.0  6.6e-233  785.0   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0204308_7  -          phage-family-interpro-v4 -           6.9e-233  784.9   0.0  8.3e-233  784.6   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0276913_6  -          phage-family-interpro-v4 -             7e-233  784.9   0.0  8.4e-233  784.6   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0276942_40 -          phage-family-interpro-v4 -             7e-233  784.9   0.0  8.4e-233  784.6   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0280675_42 -          phage-family-interpro-v4 -             1e-232  784.3   0.0  1.3e-232  784.0   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0281013_18 -          phage-family-interpro-v4 -             1e-232  784.3   0.0  1.3e-232  784.0   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0279085_29 -          phage-family-interpro-v4 -           1.5e-232  783.8   0.0  1.8e-232  783.5   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0288341_20 -          phage-family-interpro-v4 -           1.5e-232  783.8   0.0  1.8e-232  783.5   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0288868_20 -          phage-family-interpro-v4 -           1.5e-232  783.8   0.0  1.8e-232  783.5   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0267955_4  -          phage-family-interpro-v4 -             2e-232  783.4   0.0  2.4e-232  783.1   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0270030_27 -          phage-family-interpro-v4 -             2e-232  783.4   0.0  2.4e-232  783.1   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0278006_14 -          phage-family-interpro-v4 -             2e-232  783.4   0.0  2.5e-232  783.1   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0274228_38 -          phage-family-interpro-v4 -           2.5e-232  783.1   0.0    3e-232  782.8   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0279665_39 -          phage-family-interpro-v4 -           2.9e-232  782.9   0.0  3.5e-232  782.6   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0279937_6  -          phage-family-interpro-v4 -           3.9e-232  782.4   0.0  4.7e-232  782.2   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0349095_54 -          phage-family-interpro-v4 -           3.9e-232  782.4   0.0  4.7e-232  782.2   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0277177_5  -          phage-family-interpro-v4 -           5.4e-232  782.0   0.0  6.5e-232  781.7   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0285817_41 -          phage-family-interpro-v4 -           7.5e-232  781.5   0.0    9e-232  781.2   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0276035_3  -          phage-family-interpro-v4 -           1.2e-231  780.8   0.0  1.4e-231  780.5   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0276394_45 -          phage-family-interpro-v4 -           1.2e-231  780.8   0.0  1.4e-231  780.5   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0264756_3  -          phage-family-interpro-v4 -           7.9e-231  778.1   0.1  8.8e-231  777.9   0.1   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0266617_3  -          phage-family-interpro-v4 -           7.9e-231  778.1   0.1  8.8e-231  777.9   0.1   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0196197_11 -          phage-family-interpro-v4 -           1.2e-229  774.2   0.1  1.4e-229  774.0   0.1   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0221120_23 -          phage-family-interpro-v4 -           1.2e-229  774.2   0.1  1.4e-229  774.0   0.1   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0231127_34 -          phage-family-interpro-v4 -           1.4e-228  770.7  13.0  1.6e-228  770.5  13.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0167885_2  -          phage-family-interpro-v4 -           1.7e-228  770.4   0.0    2e-228  770.1   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0270900_48 -          phage-family-interpro-v4 -           9.2e-227  764.6   0.0  1.1e-226  764.4   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0284311_48 -          phage-family-interpro-v4 -           9.2e-227  764.6   0.0  1.1e-226  764.4   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0287149_24 -          phage-family-interpro-v4 -           1.9e-226  763.6   0.0  2.3e-226  763.3   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0287176_48 -          phage-family-interpro-v4 -           1.9e-226  763.6   0.0  2.3e-226  763.3   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0283256_33 -          phage-family-interpro-v4 -           5.7e-226  762.0   0.0  6.6e-226  761.8   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0283438_33 -          phage-family-interpro-v4 -           5.7e-226  762.0   0.0  6.6e-226  761.8   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0291449_32 -          phage-family-interpro-v4 -           5.7e-226  762.0   0.0  6.7e-226  761.8   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0280382_46 -          phage-family-interpro-v4 -           5.9e-226  762.0   0.0  7.1e-226  761.7   0.0   1.0   1   0   0   1   1   1   1 -
MGV-GENOME-0283569_6  -          phage-family-interpro-v4 -           5.9e-226  762.0   0.0  7.1e-226  761.7   0.0   1.0   1   0   0   1   1   1   1 -
