,ID,desc,cosine
2292,DAV69383.1 ,MAG TPA: site specific tyrosine recombinase [Bacteriophage sp.],0.040019452571868896
2235,DAV68581.1 ,MAG TPA: Integrase [Bacteriophage sp.],0.040022194385528564
3951,DAV84882.1 ,MAG TPA: portal protein [Bacteriophage sp.],0.040028393268585205
3582,DAV80519.1 ,MAG TPA: NinG recombination protein [Bacteriophage sp.],0.040139853954315186
2344,DAV69435.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.040212154388427734
3678,DAV81965.1 ,MAG TPA: ISXO2-like transposase domain [Bacteriophage sp.],0.04022204875946045
1881,DAV64150.1 ,MAG TPA: ERF superfamily protein [Bacteriophage sp.],0.04026669263839722
2226,DAV68572.1 ,MAG TPA: repressor domain protein [Bacteriophage sp.],0.040339648723602295
3950,DAV84881.1 ,MAG TPA: large terminase [Bacteriophage sp.],0.040406227111816406
2412,DAV71145.1 ,MAG TPA: Protein recA [Bacteriophage sp.],0.04050767421722412
2410,DAV71143.1 ,MAG TPA: Protein recA [Bacteriophage sp.],0.04050779342651367
767,DAV39791.1 ,MAG TPA: large terminase [Bacteriophage sp.],0.04064255952835083
4612,DAV97241.1 ,MAG TPA: Putative HNHc nuclease [Bacteriophage sp.],0.040643393993377686
1061,DAV42904.1 ,MAG TPA: ERF superfamily protein [Bacteriophage sp.],0.040691077709198
1231,DAV45835.1 ,MAG TPA: Blasticidin M [Bacteriophage sp.],0.04074007272720337
3024,DAV73832.1 ,MAG TPA: Exodeoxyribonuclease 8 [Bacteriophage sp.],0.04087066650390625
2233,DAV68579.1 ,MAG TPA: DNA helix destabilizing protein [Bacteriophage sp.],0.0408785343170166
766,DAV39790.1 ,MAG TPA: portal protein [Bacteriophage sp.],0.04093891382217407
4613,DAV97242.1 ,MAG TPA: AAA domain protein [Bacteriophage sp.],0.040952444076538086
78,DAV29650.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.040960848331451416
3578,DAV80515.1 ,MAG TPA: Large Terminase [Bacteriophage sp.],0.040968120098114014
77,DAV29649.1 ,MAG TPA: ATPase [Bacteriophage sp.],0.04097217321395874
2279,DAV69370.1 ,MAG TPA: Protein of unknown function (DUF5131) [Bacteriophage sp.],0.04103618860244751
3949,DAV84880.1 ,MAG TPA: Terminase small subunit [Bacteriophage sp.],0.04111236333847046
874,DAV41694.1 ,MAG TPA: Protein recA [Bacteriophage sp.],0.04117482900619507
372,DAV35582.1 ,MAG TPA: CRISPR type III-associated RAMP protein-associated protein [Bacteriophage sp.],0.041230618953704834
3948,DAV84879.1 ,MAG TPA: ERF superfamily protein [Bacteriophage sp.],0.04123961925506592
4014,DAV85253.1 ,MAG TPA: ERF superfamily protein [Bacteriophage sp.],0.04128694534301758
2196,DAV68165.1 ,MAG TPA: large terminase [Bacteriophage sp.],0.0413554310798645
4593,DAV97222.1 ,MAG TPA: regulatory protein [Bacteriophage sp.],0.04137861728668213
4283,DAV91405.1 ,MAG TPA: ATP-dependent RNA helicase [Bacteriophage sp.],0.0414009690284729
3579,DAV80516.1 ,MAG TPA: portal protein [Bacteriophage sp.],0.041419804096221924
1523,DAV53219.1 ,"MAG TPA: tail protein, partial [Bacteriophage sp.]",0.041448891162872314
1897,DAV64166.1 ,MAG TPA: Endodeoxyribonuclease RusA [Bacteriophage sp.],0.0414658784866333
3994,DAV84925.1 ,MAG TPA: protein of unknown function (DUF4406) [Bacteriophage sp.],0.04155939817428589
4609,DAV97238.1 ,MAG TPA: Replicative helicase [Bacteriophage sp.],0.04161512851715088
3330,DAV77723.1 ,MAG TPA: tail protein [Bacteriophage sp.],0.041710495948791504
2358,DAV69449.1 ,"MAG TPA: L-lysine 2,3-aminomutase [Bacteriophage sp.]",0.04174286127090454
2559,DAV73305.1 ,MAG TPA: ATP dependent DNA helicase [Bacteriophage sp.],0.041788697242736816
2496,DAV73242.1 ,"MAG TPA: DNA polymerase III, alpha subunit [Bacteriophage sp.]",0.04182392358779907
2854,DAV73600.1 ,MAG TPA: protein of unknown function (DUF2828) [Bacteriophage sp.],0.04182475805282593
1746,DAV58956.1 ,"MAG TPA: adenine-specific methyltransferase, partial [Bacteriophage sp.]",0.041867733001708984
1160,DAV45224.1 ,MAG TPA: tail protein [Bacteriophage sp.],0.041897475719451904
769,DAV39793.1 ,MAG TPA: replicative DNA helicase [Bacteriophage sp.],0.04196298122406006
2068,DAV66273.1 ,MAG TPA: HOLLIDAY JUNCTION RESOLVASE HOMOLOGOUS RECOMBINATION [Bacteriophage sp.],0.04197031259536743
12,DAV29233.1 ,MAG TPA: large terminase [Bacteriophage sp.],0.04203420877456665
1895,DAV64164.1 ,MAG TPA: replicative helicase [Bacteriophage sp.],0.042054712772369385
4829,DAV99508.1 ,MAG TPA: DNA encapsidation protein [Bacteriophage sp.],0.04221844673156738
1547,DAV56333.1 ,MAG TPA: RuvC [Bacteriophage sp.],0.04223257303237915
1074,DAV42917.1 ,MAG TPA: DNA packaging protein gp3 [Bacteriophage sp.],0.042317330837249756
1876,DAV64145.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.04237312078475952
382,DAV36189.1 ,MAG TPA: replisome organizer [Bacteriophage sp.],0.04238408803939819
327,DAV35537.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.042419612407684326
2542,DAV73288.1 ,MAG TPA: DNA primase [Bacteriophage sp.],0.04244256019592285
842,DAV41662.1 ,MAG TPA: anaerobic ribonucleoside triphosphate reductase [Bacteriophage sp.],0.04266500473022461
2213,DAV68559.1 ,MAG TPA: NTP-PPase-like protein [Bacteriophage sp.],0.042697906494140625
3877,DAV83998.1 ,MAG TPA: PD-(D/E)XK nuclease superfamily protein [Bacteriophage sp.],0.04271042346954346
4324,DAV92859.1 ,MAG TPA: TROVE domain [Bacteriophage sp.],0.04277533292770386
3874,DAV83995.1 ,MAG TPA: dsDNA helicase [Bacteriophage sp.],0.04280102252960205
1107,DAV42950.1 ,MAG TPA: protein of unknown function (DUF4417) [Bacteriophage sp.],0.04280745983123779
550,DAV37696.1 ,MAG TPA: Endonuclease [Bacteriophage sp.],0.042851924896240234
2666,DAV73412.1 ,MAG TPA: RNA-dependent RNA polymerase [Bacteriophage sp.],0.04285663366317749
2043,DAV65633.1 ,MAG TPA: DNA N-6-adenine-methyltransferase [Bacteriophage sp.],0.04286247491836548
3513,DAV79620.1 ,MAG TPA: Portal [Bacteriophage sp.],0.04287618398666382
75,DAV29647.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.04290264844894409
4098,DAV87431.1 ,MAG TPA: terminase small subunit [Bacteriophage sp.],0.042903125286102295
547,DAV37693.1 ,MAG TPA: Terminase large subunit [Bacteriophage sp.],0.042935073375701904
3408,DAV77888.1 ,MAG TPA: NTP-PPase-like protein [Bacteriophage sp.],0.04296821355819702
1209,DAV45813.1 ,MAG TPA: repressor domain protein [Bacteriophage sp.],0.04300028085708618
768,DAV39792.1 ,MAG TPA: Helicase of the snf2 rad54 family [Bacteriophage sp.],0.04300391674041748
2497,DAV73243.1 ,MAG TPA: single-stranded-DNA-specific exonuclease RecJ [Bacteriophage sp.],0.04306143522262573
3716,DAV82266.1 ,MAG TPA: upper collar protein [Bacteriophage sp.],0.043067872524261475
548,DAV37694.1 ,MAG TPA: site specific tyrosine recombinase [Bacteriophage sp.],0.04307049512863159
3757,DAV83362.1 ,"MAG TPA: phosphoadenosine-phosphosulfate reductase, partial [Bacteriophage sp.]",0.04317265748977661
3865,DAV83986.1 ,MAG TPA: terminase small subunit [Bacteriophage sp.],0.043191611766815186
431,DAV36560.1 ,MAG TPA: DNA helicase [Bacteriophage sp.],0.04319202899932861
213,DAV35362.1 ,MAG TPA: portal [Bacteriophage sp.],0.04320317506790161
1199,DAV45803.1 ,MAG TPA: Portal [Bacteriophage sp.],0.04334056377410889
522,DAV37473.1 ,MAG TPA: Integrase [Bacteriophage sp.],0.043350398540496826
91,DAV29663.1 ,"MAG TPA: tail protein, partial [Bacteriophage sp.]",0.043367207050323486
3961,DAV84892.1 ,MAG TPA: Endodeoxyribonuclease RusA [Bacteriophage sp.],0.043411195278167725
1752,DAV58962.1 ,MAG TPA: Cytosine specific methyltransferase [Bacteriophage sp.],0.04341214895248413
2075,DAV66280.1 ,MAG TPA: repressor domain protein [Bacteriophage sp.],0.04345220327377319
1576,DAV56362.1 ,MAG TPA: DNA TRANSLOCASE FTSK [Bacteriophage sp.],0.04346895217895508
1125,DAV42968.1 ,"MAG TPA: Type III-A CRISPR-associated protein Csm1 complex, Type III-A, CRISPR-Cas.9A [Bacteriophage sp.]",0.04348677396774292
3897,DAV84318.1 ,MAG TPA: upper collar protein [Bacteriophage sp.],0.04350435733795166
2528,DAV73274.1 ,MAG TPA: AAA domain protein [Bacteriophage sp.],0.043504416942596436
3760,DAV83365.1 ,"MAG TPA: phosphoadenosine-phosphosulfate reductase, partial [Bacteriophage sp.]",0.043524205684661865
4452,DAV94265.1 ,MAG TPA: terminase small subunit [Bacteriophage sp.],0.043587327003479004
2290,DAV69381.1 ,MAG TPA: Integrase [Bacteriophage sp.],0.0436592698097229
4522,DAV95021.1 ,MAG TPA: repressor domain protein [Bacteriophage sp.],0.04368460178375244
1614,DAV56400.1 ,MAG TPA: terminase small subunit [Bacteriophage sp.],0.043695032596588135
869,DAV41689.1 ,MAG TPA: Helicase REPLICATION [Bacteriophage sp.],0.04369628429412842
4203,DAV90162.1 ,MAG TPA: replication protein P [Bacteriophage sp.],0.0437314510345459
2544,DAV73290.1 ,MAG TPA: integrase [Bacteriophage sp.],0.04373800754547119
1558,DAV56344.1 ,MAG TPA: RNAseH-like protein [Bacteriophage sp.],0.04380643367767334
1972,DAV64813.1 ,MAG TPA: minor capsid protein [Bacteriophage sp.],0.04380708932876587
2507,DAV73253.1 ,MAG TPA: Ribonuclease H-like protein [Bacteriophage sp.],0.04381150007247925
4694,DAV98713.1 ,"MAG TPA: DNA TOPOISOMERASE IV, B SUBUNIT [Bacteriophage sp.]",0.04385906457901001
4097,DAV87430.1 ,MAG TPA: Terminase small subunit [Bacteriophage sp.],0.0438808798789978
4158,DAV89682.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.04389995336532593
565,DAV37711.1 ,"MAG TPA: N BRO family, N-terminal domain [Bacteriophage sp.]",0.043911099433898926
4072,DAV85311.1 ,MAG TPA: ribosomal protein S12 methylthiotransferase [Bacteriophage sp.],0.043938279151916504
3406,DAV77886.1 ,MAG TPA: antirepressor [Bacteriophage sp.],0.04396158456802368
541,DAV37687.1 ,MAG TPA: RNA dependent RNA polymerase [Bacteriophage sp.],0.04399299621582031
4906,DAW00705.1 ,MAG TPA: NTP-PPase-like protein [Bacteriophage sp.],0.04401057958602905
2073,DAV66278.1 ,MAG TPA: nucleoside triphosphate pyrophosphohydrolase [Bacteriophage sp.],0.04401355981826782
384,DAV36191.1 ,MAG TPA: Endodeoxyribonuclease RusA [Bacteriophage sp.],0.04414486885070801
3025,DAV73833.1 ,MAG TPA: Endonuclease [Bacteriophage sp.],0.04416298866271973
1578,DAV56364.1 ,MAG TPA: Integrase [Bacteriophage sp.],0.044185519218444824
1072,DAV42915.1 ,MAG TPA: PORTAL PROTEIN [Bacteriophage sp.],0.04425567388534546
3713,DAV82263.1 ,MAG TPA: Terminase [Bacteriophage sp.],0.04426217079162598
4652,DAV98080.1 ,MAG TPA: upper collar protein [Bacteriophage sp.],0.044292151927948
4681,DAV98700.1 ,MAG TPA: Thymidylate synthase [Bacteriophage sp.],0.0443347692489624
1561,DAV56347.1 ,MAG TPA: portal [Bacteriophage sp.],0.04435586929321289
2284,DAV69375.1 ,MAG TPA: ATPase [Bacteriophage sp.],0.04435908794403076
772,DAV39796.1 ,MAG TPA: DNA helix destabilizing protein [Bacteriophage sp.],0.04437810182571411
100,DAV29672.1 ,MAG TPA: Protein of unknown function (DUF1018) [Bacteriophage sp.],0.04440218210220337
4627,DAV97256.1 ,"MAG TPA: Sigma-70, region 4 [Bacteriophage sp.]",0.04441899061203003
765,DAV39789.1 ,MAG TPA: minor capsid protein [Bacteriophage sp.],0.044423699378967285
1924,DAV64193.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.04443472623825073
4168,DAV89692.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.04450559616088867
13,DAV29234.1 ,MAG TPA: Terminase small subunit [Bacteriophage sp.],0.04456537961959839
549,DAV37695.1 ,MAG TPA: Integrase [Bacteriophage sp.],0.04463040828704834
858,DAV41678.1 ,MAG TPA: Thymidylate synthase [Bacteriophage sp.],0.04465341567993164
3649,DAV80933.1 ,MAG TPA: DNA polymerase B [Bacteriophage sp.],0.044661521911621094
3333,DAV77726.1 ,MAG TPA: Large Terminase [Bacteriophage sp.],0.04467505216598511
3369,DAV77849.1 ,MAG TPA: RNA dependent RNA polymerase [Bacteriophage sp.],0.044689178466796875
1747,DAV58957.1 ,MAG TPA: RecT protein [Bacteriophage sp.],0.044696152210235596
4204,DAV90163.1 ,MAG TPA: Primosomal protein 1 [Bacteriophage sp.],0.04475122690200806
3651,DAV80935.1 ,MAG TPA: upper collar protein [Bacteriophage sp.],0.04478055238723755
2940,DAV73686.1 ,MAG TPA: ATPase [Bacteriophage sp.],0.04480665922164917
4607,DAV97236.1 ,MAG TPA: portal protein [Bacteriophage sp.],0.04483515024185181
2298,DAV69389.1 ,MAG TPA: Endodeoxyribonuclease RusA [Bacteriophage sp.],0.044836223125457764
2063,DAV66268.1 ,MAG TPA: RecT protein [Bacteriophage sp.],0.0448378324508667
716,DAV39567.1 ,MAG TPA: D12 class N6 adenine specific DNA methyltransferase [Bacteriophage sp.],0.04485505819320679
4691,DAV98710.1 ,MAG TPA: repressor domain protein [Bacteriophage sp.],0.04487806558609009
4025,DAV85264.1 ,MAG TPA: Endodeoxyribonuclease RusA [Bacteriophage sp.],0.04490232467651367
4189,DAV90148.1 ,MAG TPA: Methyltransferase domain [Bacteriophage sp.],0.044910728931427
1570,DAV56356.1 ,MAG TPA: Putative ATP dependent Clp protease [Bacteriophage sp.],0.04491621255874634
1721,DAV58520.1 ,MAG TPA: nucleoporin [Bacteriophage sp.],0.04493743181228638
2399,DAV71132.1 ,MAG TPA: rhamnulose-1-phosphate aldolase [Bacteriophage sp.],0.04493844509124756
2383,DAV71116.1 ,MAG TPA: rhamnulose-1-phosphate aldolase [Bacteriophage sp.],0.044938504695892334
207,DAV35356.1 ,MAG TPA: RNAseH-like protein [Bacteriophage sp.],0.04498004913330078
2513,DAV73259.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.04501903057098389
4191,DAV90150.1 ,MAG TPA: Excisionase-like protein [Bacteriophage sp.],0.04502379894256592
1077,DAV42920.1 ,MAG TPA: Endodeoxyribonuclease RusA [Bacteriophage sp.],0.04503363370895386
4078,DAV85317.1 ,"MAG TPA: Type III-A CRISPR-associated protein Csm1 complex, Type III-A, CRISPR-Cas.9A [Bacteriophage sp.]",0.045043885707855225
2406,DAV71139.1 ,MAG TPA: prohead serine protease [Bacteriophage sp.],0.045060932636260986
2407,DAV71140.1 ,MAG TPA: prohead serine protease [Bacteriophage sp.],0.045060932636260986
2755,DAV73501.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.045100390911102295
3587,DAV80524.1 ,MAG TPA: Putative ATP dependent Clp protease [Bacteriophage sp.],0.04510682821273804
4332,DAV92867.1 ,MAG TPA: KilA protein [Bacteriophage sp.],0.045124590396881104
1882,DAV64151.1 ,MAG TPA: Protein of unknown function (DUF1351) [Bacteriophage sp.],0.04515862464904785
4685,DAV98704.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.045164287090301514
1153,DAV45217.1 ,MAG TPA: regulatory protein [Bacteriophage sp.],0.04519301652908325
1879,DAV64148.1 ,MAG TPA: Protein of unknown function (DUF2786) [Bacteriophage sp.],0.045219361782073975
823,DAV41020.1 ,MAG TPA: diaminopimelate dehydrogenase [Bacteriophage sp.],0.04522550106048584
1227,DAV45831.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.04527240991592407
3876,DAV83997.1 ,"MAG TPA: adenine specific DNA methyltransferase, partial [Bacteriophage sp.]",0.04527699947357178
238,DAV35387.1 ,MAG TPA: terminase small subunit [Bacteriophage sp.],0.04527878761291504
3352,DAV77832.1 ,MAG TPA: Protein of unknown function DUF262 [Bacteriophage sp.],0.04528367519378662
2234,DAV68580.1 ,MAG TPA: repressor domain protein [Bacteriophage sp.],0.04530435800552368
870,DAV41690.1 ,MAG TPA: Type I restriction enzyme [Bacteriophage sp.],0.04551142454147339
2297,DAV69388.1 ,MAG TPA: Cytosine specific methyltransferase [Bacteriophage sp.],0.0455855131149292
21,DAV29242.1 ,MAG TPA: integrase [Bacteriophage sp.],0.04560357332229614
3336,DAV77729.1 ,MAG TPA: lysin [Bacteriophage sp.],0.04562199115753174
210,DAV35359.1 ,MAG TPA: tail sheath protein [Bacteriophage sp.],0.045639216899871826
81,DAV29653.1 ,MAG TPA: Protein of unknown function (DUF1804) [Bacteriophage sp.],0.045648932456970215
1353,DAV51036.1 ,MAG TPA: Replicative helicase [Bacteriophage sp.],0.045648932456970215
685,DAV39084.1 ,MAG TPA: tail assembly chaperone protein [Bacteriophage sp.],0.045667827129364014
3895,DAV84316.1 ,MAG TPA: DNA encapsidation protein [Bacteriophage sp.],0.04567199945449829
3761,DAV83366.1 ,MAG TPA: chromosome partition protein [Bacteriophage sp.],0.04568803310394287
1577,DAV56363.1 ,MAG TPA: site specific tyrosine recombinase [Bacteriophage sp.],0.04569602012634277
1372,DAV51146.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.04572421312332153
3418,DAV77898.1 ,MAG TPA: chromosome partition protein [Bacteriophage sp.],0.045775771141052246
4916,DAW00715.1 ,MAG TPA: replisome organizer [Bacteriophage sp.],0.04578113555908203
40,DAV29261.1 ,MAG TPA: Protein of unknown function (DUF722) [Bacteriophage sp.],0.045803964138031006
1564,DAV56350.1 ,MAG TPA: tail sheath protein [Bacteriophage sp.],0.04581105709075928
2289,DAV69380.1 ,MAG TPA: Replication initiation and membrane attachment [Bacteriophage sp.],0.045814692974090576
3779,DAV83384.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.045821964740753174
2049,DAV66254.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.045857906341552734
282,DAV35431.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.04586154222488403
692,DAV39091.1 ,MAG TPA: tail assembly protein [Bacteriophage sp.],0.045919835567474365
4470,DAV94283.1 ,MAG TPA: ATPase [Bacteriophage sp.],0.04592710733413696
4575,DAV95074.1 ,MAG TPA: Endo-N-acetylneuraminidase [Bacteriophage sp.],0.04593855142593384
2058,DAV66263.1 ,MAG TPA: PORTAL PROTEIN [Bacteriophage sp.],0.045961618423461914
1519,DAV53215.1 ,MAG TPA: Protein of unknown function (DUF2829) [Bacteriophage sp.],0.04602491855621338
217,DAV35366.1 ,MAG TPA: Putative ATP dependent Clp protease [Bacteriophage sp.],0.046026527881622314
2557,DAV73303.1 ,MAG TPA: REP HELICASE [Bacteriophage sp.],0.04604750871658325
4654,DAV98082.1 ,MAG TPA: DNA encapsidation protein [Bacteriophage sp.],0.046128809452056885
2549,DAV73295.1 ,MAG TPA: homing endonuclease [Bacteriophage sp.],0.04617542028427124
1518,DAV53214.1 ,MAG TPA: hypothetical protein [Bacteriophage sp.],0.046191632747650146
